ID,GP_1_plus1_RT_diff,GP_2_plus1_RT_diff,GP_3_plus1_RT_diff,GP_4_plus1_RT_diff,GP_7_plus1_RT_diff,mellekmondat_1_plus1_RT_diff,mellekmondat_2_plus1_RT_diff,mellekmondat_3_plus1_RT_diff,mellekmondat_4_plus1_RT_diff,mellekmondat_5_plus1_RT_diff,mellekmondat_6_plus1_RT_diff,mellekmondat_7_plus1_RT_diff,mellekmondat_8_plus1_RT_diff,mellekmondat_9_plus1_RT_diff,mellekmondat_10_plus1_RT_diff,mnGP_1_plus1_RT_diff,mnGP_3_plus1_RT_diff,mnGP_8_plus1_RT_diff,mnGP_9_plus1_RT_diff,mnGP_10_plus1_RT_diff,morf_1_plus1_RT_diff,morf_2_plus1_RT_diff,szemantikai_1_plus1_RT_diff,szemantikai_2_plus1_RT_diff,szemantikai_3_plus1_RT_diff,szambeli_1_plus1_RT_diff,vonzat_2_plus1_RT_diff,vonzat_3_plus1_RT_diff,vonzat_6_plus1_RT_diff,GP_1_target_RT_diff,GP_2_target_RT_diff,GP_3_target_RT_diff,GP_4_target_RT_diff,GP_7_target_RT_diff,mellekmondat_1_target_RT_diff,mellekmondat_2_target_RT_diff,mellekmondat_3_target_RT_diff,mellekmondat_4_target_RT_diff,mellekmondat_5_target_RT_diff,mellekmondat_6_target_RT_diff,mellekmondat_7_target_RT_diff,mellekmondat_8_target_RT_diff,mellekmondat_9_target_RT_diff,mellekmondat_10_target_RT_diff,mnGP_1_target_RT_diff,mnGP_3_target_RT_diff,mnGP_8_target_RT_diff,mnGP_9_target_RT_diff,mnGP_10_target_RT_diff,morf_1_target_RT_diff,morf_2_target_RT_diff,szemantikai_1_target_RT_diff,szemantikai_2_target_RT_diff,szemantikai_3_target_RT_diff,szambeli_1_target_RT_diff,vonzat_2_target_RT_diff,vonzat_3_target_RT_diff,vonzat_6_target_RT_diff
2102,,,0.43379,,0.71578,-0.399605,,,-0.566825,0.083255,0.13606,,,-0.1509,-0.119545,0.101135,0.380765,-0.06696,-0.268075,-0.28304,0.146585,0.302035,0.066665,1.33347,0.146895,0.769435,-0.02877,1.682125,0.030135,,,1.63181,,0.882545,0.180875,,,-0.36837,1.16638,1.26164,,,-0.20003,,-0.235345,1.46406,0.199385,-0.00055,0.267395,0.418905,1.0603,0.431705,0.71617,0.18106,0.463645,-0.10245,0.863295,0.14582
2103,0.9516,-2.117975,1.710395,0.149245,-0.7257,-0.143595,1.159835,0.1891,,-0.090735,0.036455,,0.372305,,0.09499,0.057805,-0.122965,0.259875,-0.718105,-0.418855,0.547685,0.88124,,0.080815,1.816715,-0.210865,,0.53578,0.44765,0.083325,0.89965,-0.412295,-0.08726,0.34811,-0.662395,0.020265,0.8148,,-0.86878,,,0.038285,,-0.00643,0.035845,-0.26049,-0.145505,-0.225155,-0.36247,-0.03421,0.88884,-0.57871,-0.02649,0.21837,-0.218635,-0.09687,0.349945,0.05479
2201,0.01358,1.32025,1.454205,-0.613945,0.77013,-0.28477,-0.470685,-0.130555,0.68404,0.1824,0.09621,-0.422725,0.994475,0.357945,-0.40303,-0.04961,0.23439,-0.45265,-1.25568,-0.912245,0.157545,0.024435,0.122365,0.521995,0.61848,-0.105325,0.843065,0.314825,0.13907,-0.86348,-0.63176,1.4104,-0.3479,0.15546,-1.315205,1.59469,-0.076015,-0.280875,0.02117,0.117365,0.36245,0.064395,0.001245,1.41416,-0.153165,0.3184,-0.524155,-0.119615,-0.448285,0.30421,0.44954,0.0795,0.65572,0.231465,-0.183225,0.24647,-0.552275,-0.194735
2202,0.02375,0.154185,1.08461,-0.435055,0.853085,0.93205,0.470325,,-0.001715,0.08487,0.04917,0.36585,0.94818,-0.028195,-0.000495,-0.152015,0.015575,-0.433915,0.642595,0.16729,-1.18983,0.805135,1.29167,0.43298,1.34152,,,0.56636,0.743515,1.72584,0.36135,-0.2676,-0.359465,-0.40597,-0.140975,0.35953,-0.266825,-0.730995,-0.035315,-0.22322,0.02613,0.668855,0.01177,0.002035,-0.233035,0.221265,-0.05257,-0.04497,-0.07969,1.18518,0.07995,-0.08351,-0.033995,0.305275,-0.456135,0.118285,1.20312,0.15056
2203,0.128405,-0.10478,-0.104985,-0.09966,0.15052,0.051185,0.208925,0.023065,,-0.12045,-0.09229,,0.030155,-0.03323,,0.0669,-0.056685,-0.069465,-0.26474,-0.47489,-0.14859,0.209,0.528,0.281145,0.1094,-0.00974,0.048075,0.049795,-0.020805,0.109395,-0.03435,-0.115295,-0.09052,0.14788,0.03068,-0.045125,0.133185,,-0.14453,-0.02376,,-0.04387,-0.356175,,0.073045,-0.081645,-0.116925,-0.07566,-0.32008,-0.181385,-0.02437,0.005585,0.28107,0.28934,-0.303985,-0.067635,-0.0152,0.00962
2204,0.351425,0.133065,0.099,0.35421,0.127855,-0.142245,,0.055765,0.24012,0.14975,0.02597,,0.02718,0.138115,0.008345,-0.051035,0.41971,-0.093015,-0.1625,0.43885,0.00676,0.0976,-0.030605,0.14171,0.76063,,0.415155,0.01403,-0.03304,0.069995,-0.131285,-0.28407,0.073765,0.339145,-0.08727,,0.03293,-0.2779,0.150755,0.079735,,0.029675,0.03144,-0.03208,-0.128615,-0.416625,-0.09191,-0.861625,-0.1539,-0.01449,0.075155,0.049685,0.048265,-0.031815,0.083375,-0.03406,-0.243085,-0.13709
2205,-0.17041,0.182825,0.707865,0.46655,-0.11299,-0.052005,-0.473075,-1.049785,0.75603,,,1.385775,0.005935,,,-0.038025,0.89753,0.533535,3.02778,0.39714,0.34705,0.500965,0.25916,-0.116195,,0.82256,-0.15419,0.032305,0.505955,-0.84525,-0.16507,-0.090945,0.108575,0.03088,-0.238995,1.33152,-0.375095,0.387575,,,-0.03709,0.21087,,,0.23202,0.221765,0.4466,-0.078925,0.11785,0.645275,1.251385,-0.183435,-1.057215,,1.599675,-0.55751,-0.13324,0.059795
2206,0.092975,,1.467015,1.98369,1.740415,-0.13123,-0.095125,-0.0728,,-0.075535,-0.131305,0.116395,0.170565,-0.201815,-0.060685,-1.156025,0.02615,-0.172755,0.0858,0.16406,0.452325,1.00333,0.821465,-0.14298,0.11753,0.01314,0.90932,-0.113605,0.12139,-0.034665,0.324915,0.30112,-0.069745,0.15202,-2.395665,-0.11059,0.245085,-0.366455,-0.673855,-0.1135,-0.110495,-0.018805,-0.086,-0.041335,-0.34302,-0.074395,-0.01122,0.19914,-0.13545,0.403515,-0.30968,0.001945,-0.099825,0.00278,0.085905,0.22169,0.08506,0.56618
2207,0.08071,-0.196785,-0.04458,-0.15811,-0.065365,0.13941,0.00825,-0.16176,,0.076805,,,0.038785,0.12376,0.291365,-0.016565,0.078945,0.11435,0.094905,0.024735,0.35401,,-0.101295,0.041295,0.104965,0.107045,,0.24241,-0.20778,-0.002475,-0.10061,0.059025,-0.17752,-0.01454,0.002235,-0.021305,-0.05128,,0.112155,,,0.06061,0.08324,0.25919,-0.02699,0.740935,0.25002,-0.03019,-0.019075,-0.20464,0.115935,-0.159415,0.002805,0.04794,-0.037015,0.159885,0.25921,-0.19886
2208,,,0.115285,-0.061,-0.78568,0.489575,,-0.23418,,-0.08072,-0.097775,0.428365,,,0.09769,0.05851,0.02633,-0.077775,0.674,0.214775,0.185675,0.033675,0.052175,0.062235,0.53022,,1.464235,0.28271,0.24169,,,0.212285,1.484565,-0.059995,0.321725,,-0.03313,,0.431815,-0.023375,0.049415,,,-0.194285,0.15144,-0.267415,-0.19143,0.517235,0.50279,0.717665,0.650005,0.08649,0.03001,0.20063,,1.309665,-0.38019,0.205325
2210,0.767875,,2.12759,-0.31942,0.456945,,-0.032605,,0.027965,0.02205,-0.07566,,0.25919,0.17192,,0.02952,-0.21905,0.07568,-0.22094,-0.065445,-1.206055,0.408065,1.17682,-0.280335,-0.02812,,1.391085,-0.118125,1.312825,0.641225,,0.245035,1.10059,0.285845,,0.45155,,-0.20622,-0.17439,-0.15773,,0.268695,0.086265,,0.145345,-0.588135,-0.109,2.012095,-0.120535,0.568925,1.34919,1.10963,-0.067445,0.21441,,-0.16445,0.089635,0.13278
2211,,0.57493,,,1.315465,0.226945,0.28751,-0.05313,-0.35291,0.139115,-0.074395,,,,-0.326815,-0.207905,-0.175195,0.071505,-0.95238,0.22506,0.298615,0.22828,0.50891,0.44801,0.01912,0.70649,0.950325,2.49468,-0.040275,,-0.120315,,0.38202,-0.231565,-0.490615,0.147145,-0.003915,-0.26711,1.54737,-0.015645,,,,0.19799,-0.166045,0.70157,0.167275,0.59598,-0.060945,1.702155,0.0518,1.179115,1.164795,1.255355,0.31857,1.51641,0.956045,1.01687
2212,,,,,,,,,,,,,1.40822,0.046365,,0.066995,,0.17138,-0.152645,0.36018,2.00999,,0.40287,0.791425,0.84159,0.651045,0.81848,-0.01762,0.535815,,,,,,,,,,,,,-0.749035,0.8998,,-0.11596,,-0.397875,0.356,-1.3058,0.15837,,1.673575,-0.10033,-0.26593,0.23612,0.04979,0.88727,0.4635
2213,0.017,0.005,0.057,-0.13,,,-0.043,,,,0.016,-0.081,0.058,-0.016,,-0.039,,0.031,,-0.067,0.113,0.074,-0.026,-0.018,-0.035,0.066,-0.048,0.008,0.012,-0.083,-0.032,-0.066,-0.051,,,-0.037,,,,-0.099,-0.245,-0.051,-0.061,,-0.074,,-0.072,,-0.089,-0.045,0.157,-0.041,0.017,-0.043,-0.005,-0.015,-0.047,-0.043
2214,,0.09906,-0.06575,-0.19105,0.13006,-0.153465,,0.28509,0.21311,0.49541,-0.01201,0.795355,-0.034105,0.878825,-0.08371,-0.106075,-0.042055,-0.00961,-0.066415,0.108435,0.03096,0.15872,0.316195,-0.071265,-0.217185,0.314915,1.53507,0.20834,0.264115,,-0.0661,-0.216725,-0.32786,0.026215,-0.190655,,-0.608295,-0.299965,-0.226475,-0.02143,-0.0141,0.236325,-0.11601,0.433805,0.130985,0.331795,0.76979,0.30488,0.996475,0.55515,0.324925,0.91577,0.393915,0.38699,0.84899,0.65062,0.398315,1.08002
2215,1.06621,-0.060815,0.28645,2.286185,1.480695,-0.21999,-0.0487,1.28341,1.534815,-0.19742,-0.080395,0.824455,-0.587665,-0.017725,0.26438,-0.043885,-0.21025,-0.29629,0.2072,0.0345,-0.22916,-0.242415,1.665525,0.25997,0.05461,0.172895,1.8887,1.986705,0.26916,-0.129295,-0.11352,-0.30507,2.8375,0.161555,-0.13323,-0.03504,-0.6845,0.196245,-1.788125,-0.149425,1.53185,-0.722745,0.11956,0.224635,0.436715,-0.296705,-0.31894,0.24842,0.399615,1.11137,-0.05458,0.18999,0.299005,0.28127,0.06618,-0.016875,0.494465,0.70798
23,,,1.016805,,,,,,,,,,,,,,,,,,,,,0.096705,0.73212,,,,-0.17882,,,-0.072325,,,,,,,,,,,,,,,,,,,,,0.40917,0.100245,,,,-0.252975
2301,0.85011,,,,-0.16505,,0.07882,,,,,0.5558,,0.059285,,-0.032435,-0.236325,0.006165,-0.20697,-0.02553,0.140095,0.682395,0.31194,0.025935,,-0.2136,1.26875,,0.136475,0.35558,,,,-0.101365,,-0.39909,,,,,0.426845,,0.230935,,-0.077965,-0.220625,0.036345,0.047355,-0.34476,0.22334,0.20128,0.169615,0.021425,,-0.008915,0.953435,,0.01816
2302,0.001,,-0.059,0.377,,-0.022,-0.027,,0.251,,,,-0.093,,-0.055,0.165,0.269,0.047,-0.019,-0.151,0.165,-0.043,0.206,0.049,0.334,-0.218,0.125,0.13,0.078,-0.113,,-0.076,0.274,,-1.105,0.226,,0.157,,,,0.009,,0.035,0.03,0.516,0.072,0.287,-0.116,-0.203,-0.155,0.138,-0.176,0.265,-0.035,-0.111,-0.067,0.231
2303,0.071875,-0.45593,0.19791,-0.08188,0.71643,-0.053595,0.07825,,,0.297625,-0.21338,-0.260785,-0.15491,,-0.00878,-0.267625,0.25299,0.1421,-0.03036,0.15187,0.26737,0.020635,0.384715,0.02007,0.627585,0.247025,0.05866,0.779955,-0.25098,0.10263,-0.4591,0.383535,-0.15257,0.160305,0.002105,0.10811,,,0.079985,-0.153615,-0.66434,0.38664,,-0.366675,-0.521625,0.08041,0.103645,-0.21162,-0.003375,-0.138135,0.198435,0.1203,0.16742,0.048455,0.427895,0.10279,0.2241,-0.18801
2305,1.71971,-0.632395,-0.190065,0.00993,,0.39135,0.111695,-0.140435,-0.03131,-0.52483,,-0.17753,-0.32128,-1.116145,0.02642,-0.30352,-0.77231,-0.257205,-0.72057,0.02223,-0.028315,0.100165,0.1841,0.350735,1.23941,0.462315,1.44232,-0.01737,0.189385,0.39163,-0.667035,-0.075255,0.271825,,-0.051895,-0.067715,0.133625,-0.1093,-1.31029,,0.01363,-0.232055,1.201305,-0.133495,0.184535,-0.383865,0.787055,-0.758035,-0.03418,1.270405,-0.422755,-0.098835,0.90085,0.952535,0.518895,0.12233,-0.33496,-0.0581
2306,0.150055,-0.208275,-0.07721,-0.1081,-0.24057,0.039925,-0.070195,-0.190585,,,0.05492,0.046385,0.09863,,,-0.056145,0.25298,0.23331,-0.11015,-0.16601,0.1964,0.185525,-0.017555,-0.03889,,0.099335,-0.01774,0.07531,0.17636,0.07834,-0.089765,-0.08344,-0.01361,-0.066315,0.095265,-0.11765,-0.146315,,,0.09373,-0.013575,0.09911,,,-0.003035,0.09049,0.390345,-0.04237,0.526565,0.05081,0.075665,0.042575,-0.060405,,0.207165,-0.066865,0.031485,0.048095
2307,0.347,,,0.149,0.491,-0.043,-0.201,,0.438,0.237,-0.036,-1.779,-0.433,0.091,-0.104,0.116,-0.014,0.366,-0.4,0.164,-0.347,0.033,0.771,1.122,0.942,0.142,2.006,0.186,1.114,-0.128,,,0.102,0.046,-0.049,-0.016,,-0.134,0.399,0.049,-0.022,-0.017,0.074,-0.899,0.312,1.566,0.179,-0.253,0.553,-0.253,-0.078,-0.449,-0.155,1.133,0.308,1.117,0.247,-0.003
2308,0.202905,0.1304,0.16881,,1.94031,0.42634,,0.363835,,0.13556,0.153135,,0.313905,,0.03359,0.754115,-0.45839,-0.061195,0.350595,-0.204775,0.51179,0.592505,-0.428715,-0.513675,-0.13705,-0.363585,0.49709,0.303565,0.244365,0.18081,-0.17182,-0.175105,,0.189735,0.01398,,-0.201225,,0.524105,0.386585,,0.209625,,0.03297,0.15764,-0.127435,-0.376825,1.01978,-0.51516,1.214595,1.338625,-0.14541,-0.12703,1.05642,-1.082485,0.28146,1.293845,0.21763
2309,3.224475,,2.97423,-0.00853,0.389675,-0.34916,1.245945,0.4721,-0.39502,-0.59684,-0.46041,-0.587275,-0.1232,-0.305435,,0.10544,0.29841,3.18814,2.22841,0.20329,0.09883,1.14439,4.595455,-0.257215,-0.46695,,,,,-0.62933,0.783955,0.798425,-2.09778,,0.49124,0.585855,-0.329615,0.81444,0.15544,-1.237795,0.24847,0.100425,0.957105,,0.1467,2.1783,1.40504,3.2489,-0.047395,,1.40223,-0.980485,4.245115,1.180805,1.829035,0.511845,-0.770105,0.334685
2310,-0.267,0.161,0.268,-0.178,-0.251,,0.265,,0.138,-0.065,-0.477,,-0.061,,0.234,-0.129,0.259,-0.064,-0.231,-0.188,-0.253,0.071,0.996,-0.1,0.606,0.629,,0.531,0.806,0.23,0.155,-0.379,0.032,-0.048,,0.295,,-1.133,0.084,0.17,-0.089,0.462,,,0.112,1.114,-0.182,-0.548,-0.085,1.262,-0.062,-0.239,0.074,0.182,0.14,0.64,0.907,0.062
2311,-0.005,-0.126,-0.118,-0.219,,0.077,-1.046,0.585,-1.59,-0.285,-0.538,0.356,-0.165,-1.19,-0.672,-0.172,-0.508,-0.057,1.857,0.109,-0.012,-0.196,0.006,0.164,0.394,-0.458,0.159,3.339,0.452,0.443,-0.756,0.775,0.828,0.193,3.485,0.358,0.947,-0.833,-0.444,0.042,0,0.445,-0.464,-1.714,0.417,0.589,-0.138,1.722,2.209,0.192,0.878,0.573,0.111,0.564,0.239,0.467,-0.037,0.311
2312,0.144785,,0.30502,0.087505,0.164435,,-0.95159,-0.251955,0.061805,,-0.303745,,0.421825,,0.13258,0.153255,,0.1525,0.26714,0.38865,0.153645,0.778,0.15879,0.197355,-0.36009,0.404915,-0.289735,0.09512,0.09403,0.22346,,-0.21549,-0.012215,0.16812,,0.074675,-0.11932,-0.296425,,-0.25363,,1.1737,,0.003715,0.104235,,0.13111,0.04826,-0.95421,-0.33386,0.268225,0.02481,0.178095,-0.061045,0.017455,-0.45719,0.13191,-0.132035
2313,,-0.17156,0.290295,1.154645,,0.065965,,-0.56748,0.76456,0.07777,3.02466,-0.09543,0.365105,-1.42811,,-0.302315,0.066765,0.96246,-0.12624,0.006875,0.478215,0.219625,-0.29571,0.376995,-0.141945,0.26262,0.511035,0.16804,0.059365,,0.95241,-0.29364,0.59597,,-1.58135,,2.302245,-2.333985,-3.213315,0.122505,0.090455,-0.0706,-0.14983,,0.138305,0.627155,-1.089635,0.631125,0.788325,-0.428055,1.42798,0.46745,0.15896,2.29631,-0.012635,-0.103675,0.67169,0.42093
2314,0.064,0.07,0.535,0.808,-0.151,0.267,-0.302,,-0.164,0.182,-0.163,1.233,,,,0.12,0.546,0.18,0.463,-0.212,0.903,0.12,1.066,0.624,1.091,0.312,0.561,0.948,0.908,0.9,-0.701,0.213,0.177,0.142,-1.152,0.214,,-0.024,0.037,0.311,-0.054,,,,0.011,-0.445,0.072,-0.142,-1.627,-0.01,0.092,-0.426,-0.02,0.795,-0.165,0.117,0.082,-0.376
2315,0.674305,-0.827475,0.363195,-0.226525,0.35515,-0.005355,-0.256055,0.21325,0.3153,0.1858,0.0649,0.15693,0.043125,-0.18014,,0.03387,-0.00183,0.21081,-0.15721,0.01724,-0.049485,0.327705,0.18731,0.36136,0.1526,0.38416,0.197985,1.12001,0.169635,-0.1728,0.03278,0.031575,-0.284335,0.10774,-0.02275,0.451655,0.80722,0.095535,0.56331,0.303975,0.173245,0.078425,1.3927,,0.093395,-0.14641,0.17032,-0.21675,0.134965,-0.18252,0.012885,0.372425,0.26801,0.758915,1.391505,0.435725,-0.09831,0.125945
2316,-1.38683,0.49686,-0.26396,,,-0.26242,,-0.16,2.462135,-0.249475,-0.73696,0.125985,-0.55657,0.204825,-0.148735,-0.097935,-0.21387,0.42917,0.64159,-0.386795,-0.072195,0.124905,-1.061455,-0.2715,0.06737,0.24075,1.283575,,0.697375,0.737485,0.33827,-0.186535,,-0.0045,1.8503,,0.01409,-0.345855,-0.231,-0.35332,2.017255,-0.073985,2.10596,-1.467015,0.2746,0.204515,0.222485,0.06209,0.642475,-1.64342,-0.61626,-0.13864,0.09057,0.30336,-0.13973,-0.00081,0.00699,-0.287215
2317,0.04567,-0.240445,0.67228,0.79395,,-0.29292,-0.773555,-0.05594,0.38304,-0.1755,0.255495,-0.08658,0.061305,-0.02435,0.10442,-0.01217,-0.01882,-0.003375,0.860265,-0.09072,-0.23949,0.77821,0.11172,0.17784,0.17211,0.621405,1.413275,0.59999,0.864535,-0.08477,0.657675,0.039795,-0.25565,,-1.21808,-0.93001,-0.04962,0.161255,0.042635,0.03083,0.717535,-0.311495,-1.045885,0.072175,-0.2599,0.666885,0.40646,0.588455,0.25177,0.51142,0.076335,0.78457,0.77083,-0.03636,0.219235,0.070085,0.404405,0.125815
2318,,,0.41557,0.38588,-0.154045,-0.03433,,-0.34048,,,,,,0.1544,0.09038,0.051105,-0.035575,-0.08345,0.513695,0.00027,0.497165,,0.94952,0.44734,,,1.08293,0.202075,0.12072,,,0.065395,0.200415,0.037385,-0.068925,-0.022575,0.142485,,,,,,-0.61109,0.23241,-0.01206,,0.16626,-0.52597,0.10435,0.01717,0.18341,0.03679,0.08387,,-0.72723,0.13328,0.08223,-0.07828
2320,0.364,-1.739,0.052,-0.032,,,0.298,,,-0.283,,0.485,,0.346,-0.49,-0.132,-0.149,-0.335,0.416,-0.052,0.8,,-0.084,0.467,0.117,-0.035,1.517,0.971,0.004,0.132,-0.633,-0.084,0.195,,,0.169,,,-0.233,,0.147,,0.303,-0.347,0.814,-0.152,-0.03,-0.048,-0.132,-0.066,,0.116,0.129,-0.316,0.134,0.117,-0.235,-0.118
2321,0.0941,-0.059775,-0.448285,0.233285,-0.02363,,0.32812,-0.343945,-0.97421,0.01156,0.455585,0.13979,-0.29252,-0.269945,0.16693,-0.01354,-0.43783,0.08886,-0.22628,0.180035,0.071825,0.12498,0.29581,0.13629,1.173425,0.187655,0.469425,0.515385,-0.000645,-0.06143,-0.11848,-0.2219,0.238085,-0.03431,,0.22506,-0.160025,-0.027095,-1.527275,0.246305,,-0.2669,-0.346995,-1.11206,0.468875,-0.290035,0.135865,-0.357125,-0.629335,0.05163,1.40834,0.578935,0.344915,-0.08041,-0.153955,0.044505,0.182705,-0.0636
2322,0.029715,-0.111635,0.109965,-0.010015,,,-0.166405,0.134595,0.28157,0.11343,,,0.523545,0.036915,-0.11059,0.00906,0.423755,-0.05416,0.60511,0.376785,-0.200625,,,0.697905,,-0.33106,0.665575,0.793435,0.118615,-0.19932,-0.333285,-0.03298,-0.23436,,,-0.064355,0.072235,0.202065,0.081625,,,0.093895,-0.0108,0.242325,0.068575,-0.129695,-0.48842,0.00602,0.021625,-0.02212,,,-0.03729,-0.35493,0.03023,-0.077365,0.04667,0.09579
2323,-0.052745,0.115445,,0.07035,-0.345805,0.00662,,0.312425,0.09784,0.18855,0.03893,0.25112,0.105965,0.11551,0.031155,0.028305,0.248125,-0.00234,0.145405,-0.10869,-0.13747,0.974315,-0.055395,0.00253,,0.475655,-0.095695,-0.049015,0.857315,-0.172525,0.119195,,0.54021,-0.68207,0.14266,,0.049995,0.0496,0.1013,-0.054085,-0.112845,0.272945,0.08099,0.198515,-0.00492,1.144515,-0.05017,0.183725,-0.808665,-0.194015,0.08207,0.526545,0.08256,,0.621015,-0.05688,-0.16042,-0.390675
2324,-0.032585,0.311875,-0.015855,-0.082705,1.9087,0.28325,,,-0.08379,0.066945,0.149075,-0.303165,-0.06584,,-0.15104,0.015465,-0.028825,0.14682,0.2786,0.315905,0.033265,0.266085,0.40114,0.150115,0.178925,1.59284,1.401865,1.06712,0.099875,0.17857,-0.083735,0.02082,-0.250985,0.908245,0.117115,,,-1.02738,-0.08336,2.23377,0.283745,-0.131565,,-0.073275,0.220885,0.78295,0.20408,-0.86926,0.698685,1.006215,-0.16815,-0.24955,-0.05462,0.530135,0.852625,0.240215,1.082975,-0.343555
2325,0.64014,,0.74929,0.439775,0.87904,-0.116285,1.063955,,0.14556,-0.365995,0.183725,0.01094,,-0.210725,,0.020295,0.33943,-0.52932,-0.53403,-0.034715,-0.422385,0.190355,1.01753,-0.183405,0.01215,1.704125,0.724135,0.5987,0.28758,0.29377,,-0.61585,-1.02711,-0.12916,0.03816,0.141715,,0.224365,-0.326515,-0.247125,-3.00E-05,,-0.000245,,0.01632,0.167785,-0.498615,-0.04996,-0.052475,0.48753,-0.033355,0.5803,0.040265,0.47393,0.60015,0.23284,-0.05098,1.359285
2326,,0.067,0.459,0,0.048,-0.261,0.367,-0.031,0.248,-0.202,-1.818,0.367,,0.234,0.431,-0.184,,0.514,-0.482,0.098,0.377,0.519,,0.5,0.679,-0.097,0.188,0.699,0.185,,-0.264,-0.3,-0.165,-0.326,0.137,-0.22,0.151,1.998,-0.129,-0.404,0.15,,0.164,0.232,-0.247,,0.15,0.117,-0.301,0.004,0.047,,-0.096,-0.383,-0.636,-0.331,-0.198,-0.499
2327,-0.0598,0.115155,-0.035895,0.261175,1.34291,,,,-0.01207,-0.189695,0.01301,-0.08934,0.07132,-0.288425,0.319235,-0.059695,-0.02436,-0.119905,1.807775,-0.01529,-0.020945,-0.339295,0.069485,0.158635,1.37055,,-0.155335,1.87869,0.464055,-0.066825,-0.179165,0.135245,0.07487,0.04525,,,,-0.199785,-0.17741,-0.155285,,0.16384,-0.17423,0.104405,-0.021135,-0.19344,-0.34774,1.0572,-0.354445,-0.042795,-0.13961,-0.04748,0.452395,0.1554,,-0.229365,0.36473,0.424665
2328,,,-0.469,,-0.086,0.115,,-0.145,-0.202,0.552,,0.102,,,,,0.21,0.091,-0.904,0.213,0.64,1.399,-0.084,0.023,0.03,0.01,0.048,0.446,0.849,,,0.035,,0.162,-0.035,,0.176,-0.147,0.014,,0.252,,,,0.634,0.003,0.164,-0.202,0.089,-0.011,-0.01,0.054,-0.001,-0.133,-0.068,0.42,-0.033,-0.075
2329,0.649785,,4.097395,-0.54034,2.67756,-0.78729,-0.05984,1.433495,0.79854,-0.625155,0.11699,1.058875,-1.153485,-0.09614,-0.21693,0.49897,4.61387,-0.43256,0.624155,0.21794,-1.26855,-0.52011,2.966235,2.40014,1.228195,1.62834,-0.2073,1.10909,1.22166,1.476535,,1.267085,0.730295,2.60591,-0.49984,-0.806115,0.68257,1.201025,-1.861975,2.27546,0.47927,-0.058755,-0.107295,-0.47805,1.003925,-0.868815,-0.629425,-0.69483,0.97463,-0.70652,-0.636865,1.39067,2.90441,2.154995,-0.449545,-0.548,0.04192,1.299945
2330,,,,-0.04223,-0.20339,-0.131265,-0.39429,,-0.344755,,-0.078715,,0.015045,,,0.21277,-0.00768,0.07072,0.677745,-0.115005,,0.33187,0.111875,0.134165,0.620595,0.14982,1.48945,0.27552,-0.01179,,,,-0.35162,-0.417865,-0.11292,-0.28336,,-0.1333,,1.81823,,0.39972,,,0.03157,-0.389385,-0.257965,1.22144,-0.037925,,-0.36602,0.18823,0.47141,-0.14512,-0.374595,-0.18377,0.044635,-0.265195
2331,-0.202955,,0.02684,-0.13672,-1.121275,0.16207,0.053045,0.01606,-0.632915,-0.098705,0.38422,-0.186915,-0.3937,0.495765,-0.191455,0.397475,0.767395,-0.077755,0.12291,0.17595,0.34882,0.47963,-0.09703,-0.010605,-0.00806,-0.08861,0.106805,0.773925,-0.013645,-0.083675,,0.20557,-0.042235,-0.959125,-0.285415,-0.78268,-0.088305,0.20296,-0.064635,0.065505,,1.22958,,-0.258245,0.31552,1.20868,0.0604,,-0.1043,0.058685,-0.000115,0.319955,0.077715,0.19331,-0.15027,0.02328,0.15013,0.221175
2332,,0.86038,-0.15298,0.97577,,1.53786,-0.03606,0.230885,,0.00196,-0.09765,,,0.214485,,-0.17906,0.21595,-0.026225,-0.243285,-0.35573,0.140965,0.14071,0.313545,0.711345,0.65971,0.245775,0.689675,0.088605,0.358465,,-0.057,-0.198725,-0.07844,,-0.058095,-1.05472,-0.63693,,-0.01109,-0.007975,,,0.17518,,0.066805,0.80445,-0.459575,1.3873,0.1654,0.05911,-0.13851,0.8093,0.544835,-0.05117,-0.328815,-0.129305,-0.3897,0.022395
2333,-0.120065,-0.069785,0.925355,0.33936,-0.22851,-0.476975,-0.239145,-0.27922,0.428145,-0.066755,0.12093,-0.59215,-0.166695,-0.14434,-0.102815,0.11973,0.25864,0.107805,-0.2034,0.06925,0.865115,0.16343,0.88433,-0.16825,0.657265,0.048275,0.584035,0.689085,0.43226,-0.608115,0.053835,0.33012,0.009555,-0.068525,0.10629,0.001125,0.06476,0.10809,0.072745,0.07849,-0.00328,-0.01944,-0.151855,0.050255,0.34095,0.39741,0.010395,0.115255,-0.98664,-0.03204,0.109605,0.26948,-0.40434,,1.610665,0.131655,-0.012865,-0.05131
2334,0.55632,1.02883,-0.010295,0.219855,-0.063445,-0.31536,0.008675,-0.033945,0.385375,-0.200445,,0.27672,-0.08965,-0.12796,0.064275,-0.03604,-0.04838,0.166275,-0.05105,-0.21328,0.60906,-0.19487,0.11594,0.279115,-0.030675,0.078315,0.29459,-0.09713,-0.08399,0.576785,0.007535,-0.21373,0.373865,-0.09313,,-0.095125,0.15906,-0.07442,0.209855,,0.132025,-0.00645,-0.17902,-0.04077,0.40945,-0.186575,0.205205,0.071865,-0.07019,1.4358,-0.0508,0.096565,0.189605,0.29196,0.005775,0.3672,0.3184,0.018655
