ID,GP_1_plus1_RT_diff,GP_2_plus1_RT_diff,GP_3_plus1_RT_diff,GP_4_plus1_RT_diff,GP_7_plus1_RT_diff,mellekmondat_1_plus1_RT_diff,mellekmondat_2_plus1_RT_diff,mellekmondat_3_plus1_RT_diff,mellekmondat_4_plus1_RT_diff,mellekmondat_5_plus1_RT_diff,mellekmondat_6_plus1_RT_diff,mellekmondat_7_plus1_RT_diff,mellekmondat_8_plus1_RT_diff,mellekmondat_9_plus1_RT_diff,mellekmondat_10_plus1_RT_diff,mnGP_1_plus1_RT_diff,mnGP_3_plus1_RT_diff,mnGP_8_plus1_RT_diff,mnGP_9_plus1_RT_diff,mnGP_10_plus1_RT_diff,morf_1_plus1_RT_diff,morf_2_plus1_RT_diff,szemantikai_1_plus1_RT_diff,szemantikai_2_plus1_RT_diff,szemantikai_3_plus1_RT_diff,szambeli_1_plus1_RT_diff,vonzat_2_plus1_RT_diff,vonzat_3_plus1_RT_diff,vonzat_6_plus1_RT_diff,GP_1_target_RT_diff,GP_2_target_RT_diff,GP_3_target_RT_diff,GP_4_target_RT_diff,GP_7_target_RT_diff,mellekmondat_1_target_RT_diff,mellekmondat_2_target_RT_diff,mellekmondat_3_target_RT_diff,mellekmondat_4_target_RT_diff,mellekmondat_5_target_RT_diff,mellekmondat_6_target_RT_diff,mellekmondat_7_target_RT_diff,mellekmondat_8_target_RT_diff,mellekmondat_9_target_RT_diff,mellekmondat_10_target_RT_diff,mnGP_1_target_RT_diff,mnGP_3_target_RT_diff,mnGP_8_target_RT_diff,mnGP_9_target_RT_diff,mnGP_10_target_RT_diff,morf_1_target_RT_diff,morf_2_target_RT_diff,szemantikai_1_target_RT_diff,szemantikai_2_target_RT_diff,szemantikai_3_target_RT_diff,szambeli_1_target_RT_diff,vonzat_2_target_RT_diff,vonzat_3_target_RT_diff,vonzat_6_target_RT_diff
5045,,1.245,0.984,,1.714,,,,0.752,,,,,-0.183,-0.653,0.221,2.389,-0.317,,0.232,-0.034,-1.035,0.005,0.736,,-0.08,-0.316,-0.063,0.268,,-0.433,1.256,,0.134,,,,-2.204,,,,,0.137,-0.431,0.166,-1.121,-0.2,,0.235,0.732,0.668,-0.014,2.115,,0.131,0.335,0.3,1.033
5046,,,,0.66,1.433,,,-0.4,-0.008,,-1.161,-0.718,-0.007,,,0.401,,0.238,,0.012,0.1,-0.298,0.851,-0.566,,3.62,,,,,,-0.569,0.96,-0.252,,,2.669,-0.023,,-0.45,2.14,0.211,,,0.116,,-1.135,,0.324,-0.393,1.912,1.844,1.296,,3.749,,1.134,
5047,0.64965,0.017535,-0.053045,0.41537,0.06583,,,,0.047735,0.2296,-0.17677,0.01576,0.318195,0.4248,,0.13297,1.31933,0.120825,0.333115,-0.133475,0.71744,0.319805,0.26695,0.13029,,0.801425,1.81558,0.84993,0.050385,-0.08377,1.18326,0.04569,0.43581,0.05015,,,,0.146335,0.18711,-0.033415,-0.0159,0.002565,0.168385,,-0.03236,-0.09537,0.503105,0.78314,-0.233255,0.766675,0.0325,-0.04922,0.050525,,-0.286985,-0.067395,-0.14842,-0.032875
5048,0.176,,1.202,,,-0.133,-0.118,,0.109,,,0.416,,,-0.016,-0.06,0.186,0.1,1.169,-0.041,,0.494,1.784,0.472,,0.587,1.504,0.909,0.031,-0.202,,-0.132,-0.133,,-0.458,-0.149,,0.335,,,0.152,,,-0.349,0.067,0.187,-0.031,0.486,-0.024,0.181,-0.1,-0.087,0.733,-0.172,0.365,0.165,-0.049,-0.065
5050,-0.045735,0.29875,,,0.08522,0.286265,-0.086265,-0.503995,0.116,-0.05854,,,,,0.09203,-0.047635,0.0999,0.06454,-0.2046,0.490475,0.17524,,0.089715,-0.053715,,0.889555,0.086895,0.878355,0.0832,-0.14818,0.236485,,,-0.301555,0.32427,0.486605,-0.076085,-1.265915,-0.01258,,,,,0.09569,-0.013405,-0.06204,0.01149,-0.10955,-0.227265,-0.119715,,0.10974,-0.08297,,0.19695,0.02997,0.050355,-0.025295
5051,0.150555,,,,2.13035,-0.271365,2.271075,-0.391355,1.38338,0.015465,0.031905,,-0.33695,,0.919735,-0.252795,0.108295,1.35595,0.454855,0.10156,,0.228105,1.220715,0.52748,-0.086025,0.61935,0.25108,2.37901,0.084405,-0.17863,,,,-0.09975,-0.124225,0.326795,-0.003125,0.26107,-0.344695,0.531255,,-0.23605,,-0.52274,0.008365,2.20738,0.150835,0.82656,-0.078005,,-0.19141,0.440645,0.636665,1.71259,0.552715,0.115965,0.14972,0.59346
5052,,,,0.14893,0.321485,0.249155,-0.049835,0.175565,-1.08995,0.508585,,,,,-0.231815,0.18517,0.435375,1.188765,-0.43737,-0.57829,0.1662,0.134825,-0.09736,-0.2021,-0.229535,1.21607,0.49399,0.197015,-0.12181,-0.432745,,,-0.51603,0.299745,-0.011465,0.08367,0.06472,-0.40441,,,,,,1.51557,0.00263,-0.074685,0.218485,-0.679205,-0.414875,0.77561,0.090965,0.036895,-0.28404,-0.15437,0.106865,0.76707,0.13378,-0.086695
5053,,,-0.045,,,,0.004,-0.016,0.141,0.008,-0.067,,,0.349,-0.025,-0.01,,,0.105,0.044,0.034,0.878,0.031,,0.869,-0.141,1.797,0.538,0.099,,,-0.065,,,,-0.05,0.271,0.048,-0.05,0.216,,,0.084,0.041,0.016,,,-0.332,0.053,-0.401,0.098,0.105,,-0.049,-0.202,-0.183,0.035,0.105
5055,,,1.655875,,,,,,,,,,,0.078215,,-0.19869,,0.160485,,-0.355325,1.21302,0.772005,,-0.01805,,-0.149535,0.308955,,0.63819,,,0.06698,,,,,,,,,,,0.430305,,0.31583,,-0.22502,,-0.02185,0.226005,0.743765,,0.302085,,1.94224,0.970275,,0.09774
5057,,,,-0.129,,,0.601,-0.225,-0.308,0.303,0.034,,0.024,-0.121,0.004,-0.03,0.078,0.186,0.847,0.807,0.646,0.429,1.43,1.059,,0.824,-0.083,0.644,0.161,,,,0.372,,,-0.007,0.065,-0.474,1.465,0.072,,0.189,-1.199,-0.095,-0.13,0.105,-0.027,-1.645,0.297,0.254,-0.136,-0.089,0.856,0.163,0.612,-0.083,-0.052,0.169
5058,1.178,,,-0.32,0.703,-0.138,-0.461,0.157,1.712,-0.445,-0.022,-0.725,-0.554,0.522,,-0.362,0.303,0.039,0.099,1.58,1.082,0.18,0.406,-0.173,,0.785,,1.126,0.082,-0.101,,,0.173,-0.089,-0.959,-0.542,0.234,0.09,0.122,-0.191,0.174,0.063,-0.666,,-0.124,0.293,-0.093,-0.034,0.236,0.492,0.331,-1.192,-0.16,,-0.172,,0.416,0.06
5059,0.028,0.149,,,0.167,-0.039,,,-0.384,-0.006,,0.182,-0.038,,,-0.026,0.035,0.072,-0.231,-0.057,-0.304,-0.036,0.276,0.693,0.15,0.167,,-0.251,-0.131,-0.019,0.117,-0.609,,-0.239,-0.081,,,-0.15,-0.002,,0.055,0.262,,,-0.105,0.549,0.236,-0.171,-0.31,0.205,0.376,0.232,0.086,0.451,-0.404,,0.57,-0.149
5060,-0.00291,,0.664045,0.082475,-0.149095,-0.12493,0.292585,,-0.060175,,,0.097315,,-0.044905,0.04788,-0.15408,-0.106845,0.07756,0.99204,-0.212705,-0.449825,0.00534,0.438835,0.156635,0.15502,,,0.573645,0.200925,1.215795,,-0.714985,0.90182,0.122005,-0.159575,-0.486275,,0.533085,,,-0.13496,,-0.368295,0.42961,0.158,0.13784,0.01497,1.71665,-0.193705,-0.65961,-0.17586,0.283485,0.01337,1.48113,,,0.08135,0.035715
5061,0.20091,,-0.132185,-0.2605,,0.412845,0.387565,,,,,,,,,0.48993,0.40798,0.083295,-0.26374,0.201915,2.11462,1.27977,3.385545,0.120925,-0.02718,,,1.45194,0.56424,0.66571,,-0.300595,0.607765,,0.97016,-0.23966,,,,,,,,,0.048955,0.10024,-0.17028,-0.006855,0.62468,0.265465,0.17404,-0.060925,0.682475,0.88478,,-0.16466,0.706545,0.947795
5062,,,,,,-0.075675,0.159715,,,0.187305,,,0.24443,,0.16818,0.00414,0.10485,-0.080715,,0.20958,0.4357,0.72736,0.380515,0.54511,0.036985,0.03208,0.627705,0.085905,-0.05105,,,,,,-0.01644,0.03354,,,0.032195,,,-0.06595,,0.283235,0.03039,-0.32675,0.04365,,0.1772,-0.032535,0.037835,0.395375,-0.122595,0.00931,-0.150205,0.049535,0.081675,0.00554
5063,0.80613,,-0.229245,1.326325,,,-0.00581,0.428065,-0.043445,,0.127005,,-0.575155,-0.20354,0.105975,-0.231875,-0.55752,-0.179975,0.20073,0.06637,0.36461,-0.170375,0.003085,0.17482,2.351195,0.308705,1.641825,0.70947,0.65293,0.174005,,-0.732625,0.42198,,,0.632685,0.13824,0.486005,,-0.22057,,0.38494,-0.04466,0.29388,0.09803,-0.13933,-0.03974,0.69907,0.700665,1.15305,-0.01055,1.10068,0.455505,-0.601305,0.02653,0.700425,0.59606,0.888715
5064,,-0.279345,-0.18109,,0.002765,,,0.000625,,,,,,,,0.02331,,-0.16304,,-0.62212,-0.01457,0.009745,0.345895,0.056075,0.114135,0.072705,0.02805,0.074075,-0.015755,,-0.34268,-0.12431,,0.050425,,,-0.03122,,,,,,,,0.0926,,-0.136825,,0.0848,-0.031585,-0.0789,0.26802,0.04472,0.01496,0.142595,-0.09676,0.027815,-0.042405
5065,0.761525,-0.66308,,-0.68281,,0.198215,0.259605,,-0.38601,0.156255,0.01955,-0.267525,,-0.0345,-0.06195,-0.19813,1.66804,0.183645,-0.601445,0.353745,0.364155,-0.321145,1.38512,0.466185,1.565705,1.91039,2.438125,0.099765,0.41512,-0.235155,0.254315,,0.117095,0.55173,-0.352565,0.46559,,0.38382,-0.22385,-0.23626,0.15663,,-0.01305,-0.20778,-0.21235,0.724045,-0.300265,-0.34949,0.86782,1.76587,0.09245,-0.129285,-0.345,1.34752,0.90918,0.463505,0.802545,0.19323
5066,,,0.839,,,-0.007,0.044,,,-0.21,,,0.07,,-0.046,0.096,0.917,0.243,,0.414,0.449,-0.105,1.363,-0.028,0.598,,0.408,0.151,0.034,,,-0.138,,-0.181,-0.014,0.033,,,0.367,,,0.007,,0.756,0.099,0.021,0.09,,-0.324,-0.101,0.006,-0.165,-0.051,-0.093,-0.041,-0.082,0.087,-0.046
5067,2.675795,,,-0.16367,,0.06734,0.222745,,,,-0.066215,,,-0.48122,0.01914,-0.05975,-0.12165,-0.004685,0.352785,0.29668,0.94057,0.316075,2.331775,-0.41489,0.419835,0.75157,1.14215,1.30654,0.547965,0.063,,,-0.35319,,0.117305,0.039295,,,,0.18064,,,-0.43985,0.009135,0.17014,-0.15598,0.01505,-0.036065,0.688265,-0.018715,0.519265,0.73898,0.115845,0.52258,0.57608,0.346135,0.4673,0.10433
5068,,,0.971,,,0.336,0.668,-0.679,,-0.195,-0.062,0.304,0.508,0.093,,0.285,-0.16,0.02,-2.158,0.313,0,3.583,1.416,-0.471,,0.22,-1.132,0.788,0.043,,,0.172,,,0.207,-0.633,0.16,,0.281,-0.282,-0.019,0.952,1.618,,0.142,2.086,-0.767,0.636,0.745,3.903,1.313,0.784,0.421,,1.12,-0.896,0.192,0.868
5071,3.288065,1.067615,,,-1.397915,-0.29139,0.2176,-0.447665,1.61417,,,-0.30721,0.261215,2.808785,,0.271605,-0.008985,1.08072,0.04964,-0.33724,-0.122295,-0.093845,0.642885,,-0.483185,2.466205,,-0.91724,0.90721,0.140605,-0.07146,-0.067995,,-0.43356,-0.295685,0.21977,2.492025,0.350955,,,1.11539,0.994125,0.60706,,0.075325,0.41597,0.984395,-0.13193,-0.24675,-0.598545,0.3996,-0.113435,0.072425,-1.52276,0.16713,0.049355,-0.122415,0.250075
5072,0.055225,,,,-0.885235,-0.172485,-0.278815,0.23721,,0.08687,0.124095,,-0.06811,0.287615,0.045755,0.03465,0.64341,0.090695,,0.081645,0.073725,0.33271,,-0.02223,,0.75966,0.5713,1.019685,0.67941,-0.13417,,0.116965,-0.062135,0.31843,,-1.083025,0.07806,,-0.054765,0.164155,,0.605725,0.25947,0.112855,0.038095,-0.07894,-0.08335,-0.049035,-0.0204,-0.00699,-0.060215,0.02521,-0.012285,,-0.000975,-0.007685,0.030005,-0.078475
5074,,,,,,,,,0.43876,,,0.21559,,-1.012025,,-0.04023,0.224005,-0.05732,-0.222385,,-0.19343,,0.45464,0.224415,-0.050255,0.548175,0.228905,0.44681,-0.05684,,,,,,,,,-1.34703,,,,,-0.94652,,-0.01517,0.213425,0.138855,-0.352185,,-0.53638,,0.907465,0.533435,-0.22043,0.197685,0.78291,0.364355,-0.081435
5075,4.115,-1.098,,0.259,-1.734,1.015,-3.056,-0.477,2.892,-0.552,0.105,-0.116,-0.201,-3.268,0.192,-0.287,0.27,0.581,1.913,-0.003,0.32,-0.789,2.95,0.191,1.343,0.881,2.335,,1.572,1.535,-0.39,2.758,1.572,0.129,-0.181,-0.38,-0.345,0.478,-0.404,0.035,1.15,-0.162,-1.734,0.312,-0.469,1.288,-0.006,1.993,,0.858,-0.724,1.492,1.273,-0.065,-0.384,0.071,1.174,-0.053
5076,,,,,,,,,0.18,-0.107,-0.035,-0.081,-0.492,,,0.131,-0.152,-0.207,-0.216,0.053,-0.224,,-0.154,,-0.515,0.157,-0.082,-0.008,-0.133,,,,,,,,,0.216,-0.634,-0.109,0.169,0.484,,,0.028,0.122,-0.132,0.165,-0.05,-0.111,,-0.025,,-0.148,0.236,-0.092,-0.149,0.094
5077,1.803965,-0.18574,,,-2.24174,0.151905,-0.35557,,0.58183,,-0.06892,0.80689,-0.507415,,-0.0395,0.113815,-0.05607,0.360925,-0.51796,0.379665,1.968475,-0.293415,0.88352,0.05441,0.82119,-0.453555,,1.15701,0.40426,0.21195,2.4365,1.954965,,0.13122,4.42359,-4.786755,,0.46583,,3.476185,0.184355,-0.543405,,-1.697525,0.21052,0.24731,-0.06114,-0.17472,1.6905,-0.14989,3.24418,1.062665,0.85062,1.83727,3.776575,,0.59239,1.148535
5078,0.691695,1.07347,0.046195,0.482645,,,,,,-0.01717,,,,,,0.08741,0.011895,-0.173115,-0.21385,0.0341,0.63413,0.117035,0.640765,0.195435,,-0.037545,0.4032,0.257735,0.043725,-0.289405,0.03029,0.078205,0.33191,,,,,,0.065165,,,-0.02351,,,0.15321,0.189125,-0.173245,0.150285,2.059875,0.2281,-0.117345,-0.137075,0.13545,,0.155095,0.6257,-0.24336,0.44162
5080,-0.102,,,,1.553,-0.026,-1.753,,,0.335,-0.343,-0.033,0.057,0.684,0.184,-0.145,,-0.702,,-0.497,0.583,-0.016,0.001,0.256,,0.267,,0.005,-0.005,0.046,,,,0.031,-0.241,0.308,,,1.526,-0.35,-1.125,0.212,0.006,-0.795,-0.012,,-0.652,,-0.089,-0.051,0.129,0.181,0.505,,0.113,,0.255,0.116
5081,0.482,-0.766,,0.213,0.064,-0.054,0.447,,0.041,-0.007,-0.266,-0.353,0.033,,0.02,-0.177,0.115,1.22,0.094,-0.199,0.203,-0.16,-0.007,0.032,0.069,0.569,0.44,0.764,0.035,-0.187,-0.154,,0.268,0.079,-0.153,0.014,,-0.01,-0.338,-0.108,-0.053,-1.113,,-0.006,-0.107,0.462,-0.18,-0.481,0.103,0.226,-0.066,0.23,-0.113,0.099,0.139,0.361,0.091,0.088
5083,,-0.02274,0.399175,,-1.14419,-0.01104,-0.0989,,-1.299215,0.0537,0.170905,-0.22239,,,,0.06207,1.09956,0.09496,,-0.178515,1.112155,0.698185,1.281725,0.1753,-0.21757,0.5001,0.16861,,0.403035,,-0.280705,-0.015655,,-0.169145,1.17931,-0.06318,,0.4128,-1.18958,-0.471725,-0.10262,,,,0.04665,0.0624,0.002445,-0.020315,-0.796985,0.056635,0.00383,0.211945,-0.23544,1.45567,0.03905,-0.113745,,-0.197155
5084,0.42402,1.210635,-0.110535,0.06431,0.290215,-0.060895,0.2136,-0.08431,-0.29342,0.072875,-0.790185,0.225995,0.150085,0.04218,-0.064325,-0.279825,0.582585,0.052415,0.15817,0.00232,0.247865,0.160645,0.57543,-0.0459,0.01292,0.215185,,0.042325,-0.00147,-0.4271,-0.25793,-0.03107,0.924715,-0.04594,-0.06426,-0.03308,0.02105,-0.115895,0.072115,-0.11509,-0.03299,-0.06966,-0.10789,-0.106015,-0.170255,0.139155,0.267505,0.079025,-0.150735,0.00187,0.170505,0.411365,-0.073065,0.58611,0.19159,,-0.10684,0.139955
5085,,-1.484525,-0.81761,,1.627775,-0.117535,0.10775,,-0.684245,0.04174,-0.25779,0.18076,0.44732,,0.6328,-0.078975,0.06308,0.287545,-0.373575,-0.143305,0.387925,-0.682155,0.952255,1.671815,-0.27024,0.58311,0.06714,1.75067,0.070235,,-0.005115,-0.125795,,-0.327585,-0.04645,-0.22198,,1.61955,-0.72575,1.09254,0.137395,0.13485,,0.14127,-0.058935,-0.03157,0.473735,-0.184595,0.204865,0.554915,-0.124505,0.49943,0.53775,0.426065,0.702,-1.11213,1.041105,0.29041
5086,0.09353,0.164305,-1.53684,-0.616545,-0.487405,0.148305,,,-0.41497,0.395435,0.214905,-0.21567,0.36002,0.006985,0.282295,0.16556,0.15442,0.1296,-0.959715,0.029055,-0.36735,0.050305,0.40291,0.169035,0.3746,0.1001,-0.28167,0.9786,0.550945,-0.15777,-0.263605,-0.234,0.170775,-0.151485,-0.25986,,,-0.26491,0.391275,-1.59634,0.765995,2.417625,2.538305,0.355345,0.27698,-0.16616,0.24273,-0.1191,0.623285,0.43104,0.26703,0.48348,1.33597,0.871225,-0.17256,0.101445,0.999445,0.389935
5087,-0.750685,3.431225,1.02581,,2.936745,-0.301845,-0.392005,8.00E-05,0.936875,-0.06682,-0.0293,0.082735,,0.30913,0.26213,-0.56488,0.035015,1.19302,-1.0554,-0.141945,-0.2293,0.286225,-0.269235,0.03428,0.330415,0.05925,0.046275,0.1835,0.69921,0.713095,0.416785,1.572015,,0.16374,-1.14887,-0.34597,0.90172,-0.049455,-0.3978,-1.68607,-0.489015,,0.431985,-1.589615,0.054745,0.41314,0.165395,-0.19236,0.275215,0.33458,0.73691,0.49793,0.283475,0.920305,1.8521,-0.476845,0.38802,0.62187
5088,1.685,,,0.011,0.401,,,,0.523,0.06,,,,-0.327,0.084,0.301,0.219,-0.525,,-0.002,0.141,-0.138,-0.178,0.44,0.401,0.594,-0.003,-0.622,0.462,-0.083,,,1.458,-0.239,,,,0.758,0.041,,,,0.262,0.419,-0.324,-0.372,-0.775,,-0.079,0.098,-0.056,1.083,0.429,1.399,-0.182,0.409,-0.719,0.466
5090,0.25193,-0.398245,0.007245,0.088605,-0.066985,0.00115,0.00514,-0.074105,,-0.1605,0.245415,0.62391,0.05593,-0.098015,-0.09617,0.195585,0.059115,0.04781,0.366455,-0.19198,0.23318,0.290065,0.54109,-0.01607,0.16687,0.150195,0.170555,0.343845,0.108,-0.08443,,0.22994,0.150655,-0.132915,0.10039,-0.00733,-0.323,,-0.166765,0.07462,0.33128,-0.037105,-0.049845,-0.181815,0.179795,0.486365,0.065535,0.250925,0.083755,-0.1277,0.25258,-0.000515,0.086025,-0.374265,-0.12642,-0.11771,0.055915,0.143915
5091,,,0.384,,1.032,-0.237,2.418,,0.53,,-2.23,,,0.127,,0.198,0.081,-1.184,,0.059,0.038,0.468,1.008,0.122,,-0.269,0.052,0.286,-0.067,,,-0.029,,0.373,-0.24,-0.254,,0.327,,0.276,,,-1.688,,-0.219,-0.156,-0.657,,-0.285,-0.362,0.03,0.645,-0.098,,-0.169,0.653,1.201,-0.244
5092,4.13581,0.099315,-0.504915,-0.443195,0.14773,,0.1774,1.789715,-0.10003,-0.33436,-0.595965,-1.472085,0.097195,2.197545,0.26185,0.342425,,-0.034165,-0.23731,-0.31801,-0.272885,0.285855,0.39953,0.763635,0.2668,0.085615,0.526775,1.15404,0.061055,0.221965,-0.01068,1.75439,-0.063355,1.78237,-0.715945,0.07477,0.62107,0.04807,1.26728,-1.06823,-0.41766,0.337695,0.00895,-1.114375,0.23865,,0.225625,1.17137,0.198485,0.41913,0.70361,0.49152,-0.098555,0.28457,0.701285,-0.365275,1.747545,0.80595
5093,,-0.23,0.066,0.076,1.662,0.011,,-0.483,-0.356,0.159,,-0.185,,0.339,0.445,-0.206,-0.003,-0.116,0.055,0.222,0.305,0.154,0.994,0.056,,-0.5,-0.02,0.404,-0.003,,-0.467,-0.274,0.368,0.298,-0.305,,-0.416,-0.409,0.228,,0.112,,0.36,-0.422,-0.341,0.229,0.044,0.353,0.411,0.256,0.289,-0.169,0.172,,-0.261,-0.084,0.061,0.187
5094,0.001,0.114,0.337,-0.033,0.332,-0.486,-0.064,0.332,1.784,-0.35,-0.336,-0.313,-0.098,0.228,-0.063,-0.102,0.1,0.194,-0.098,-0.041,,0.163,0.3,0.017,0.26,1.356,0.329,0.061,0.217,-0.051,-0.116,0.268,2.17,-0.048,-0.268,0.119,0.136,0.664,0.114,-0.143,,1.098,0.313,0.627,-0.002,0.73,0.252,0.4,0.347,,-0.096,0.136,-0.099,0.503,-0.198,-0.097,1.097,0.834
5095,0.03259,-0.28251,-1.88022,0.266425,,0.01767,0.057105,0.233545,0.12004,,0.034415,0.133185,0.0412,0.266185,0.008935,0.03942,0.264625,0.04379,0.580075,0.27611,-0.003665,0.39809,0.67554,0.797275,0.46744,0.45602,0.480715,0.083165,0.351665,-0.091545,-0.227395,-0.56692,-0.000885,,-0.250305,0.036615,0.10001,-0.048795,,-0.34461,0.04999,0.02613,-0.491665,-0.11581,-0.03344,-0.122145,-0.00412,-0.01492,-0.58181,-0.25359,0.08144,0.523675,-0.01564,0.034045,-0.023485,0.07425,0.07195,0.094625
5096,,,-0.294545,,,,,,,-0.12652,,,-2.37034,,,0.75083,,0.73117,-0.902105,0.066605,-0.000515,0.20062,0.58392,-0.066295,,1.23797,0.63386,1.68505,0.40015,,,0.132825,,,,-1.05102,,,-0.03333,,,0.167085,,,0.267165,,-0.300395,0.503045,0.38422,1.319055,0.41756,1.01645,0.33409,,0.96861,0.86829,0.183825,0.383605
5097,0.030075,-0.793185,-0.33289,0.28918,,,0.27578,,0.01128,0.097905,,0.300215,,0.65263,-0.148075,0.00028,,0.149735,,-0.517185,1.09879,-0.40444,0.778065,-0.029185,0.19696,-0.02189,1.200585,0.160765,0.16096,-0.67336,-0.016665,0.148035,-0.39883,,,-0.091995,,-0.29653,0.14403,,0.022365,,-0.039165,1.32464,-0.27277,,-0.04579,,0.638145,-0.40839,-0.08561,0.15221,-0.192695,0.08413,0.026225,-0.21391,0.4937,0.056125
5098,,,1.438,0.337,-0.148,0.459,-0.215,0.262,,-0.377,-0.211,-0.481,,-0.021,-0.116,-0.132,-0.201,0.119,0.07,-0.923,0.149,-0.008,-0.067,1.159,,1.205,,1.924,0.239,,,0.352,1.4,-0.102,-0.134,-0.053,0.493,,-0.482,,0.665,,-0.8,0.549,-0.075,-1.131,-0.186,0.479,0.268,0.512,-0.188,0.016,0.37,,1.182,,1.581,0.641
5099,0.567115,0.0296,0.18393,0.11222,-0.15432,0.131785,-0.63223,-0.076135,-0.11115,-0.156165,0.16378,-0.312965,-0.03398,-0.09802,0.100515,0.150835,,0.08584,0.69204,-0.10605,0.292695,0.565285,0.08473,0.00135,1.122295,0.45462,0.62002,1.57855,0.055365,-0.118955,0.004585,-0.048935,0.166975,-0.060575,-0.000185,-0.300315,0.028885,0.02741,-0.358615,0.239835,,-0.370775,-0.310305,0.583595,-0.037485,,-0.31667,-0.13251,-0.095875,0.616825,-0.03675,0.234255,0.04871,0.347165,0.70619,0.041525,-0.14963,0.037345
5100,0.201,0.713,,0.216,-0.241,0.396,0.135,-0.699,0.086,0.276,1.744,-0.564,0.015,-0.102,0.158,-0.178,,0.026,-0.06,0.123,0.511,-0.042,0.803,0.058,0.192,0.156,0.854,0.656,0.506,0.049,0.05,0.381,-0.087,0.444,1.8,1.259,1.743,,-0.032,0.044,-0.182,2.286,1.717,-1.281,0.387,,0.072,0.256,0.302,0.218,-0.071,-1.595,-0.691,0.942,0.229,0.788,0.054,0.235
5101,-0.9538,,-1.25233,0.691995,0.95867,-0.34271,,0.17211,,0.076515,,-2.078345,-0.11644,,-0.30435,0.144505,1.562495,0.45816,-0.2589,0.099545,-0.187675,0.30823,0.08555,0.18313,0.41592,-0.026305,0.74984,-0.271545,0.398815,-0.05939,,0.928615,1.908765,0.770805,0.078165,,0.473135,,-0.73716,,1.079,1.28068,,2.713585,-0.00176,0.249655,0.06187,0.12577,-0.002555,1.24971,-0.00029,0.48355,0.02482,0.311615,0.48269,-0.285695,-0.00203,0.4501
5102,-0.317215,,1.224535,,-0.51179,-0.36967,1.710125,0.424975,0.581515,-0.278405,0.052505,1.436185,-0.16477,0.13417,2.02748,0.11685,-0.04057,0.24446,1.04409,-0.01233,0.13481,1.28371,-0.305445,0.33599,1.1852,0.683015,1.48433,0.861895,0.241845,0.25397,,0.55928,,0.439025,-2.37336,0.31877,-1.17938,-1.3846,-0.028505,0.1465,0.2171,0.457995,-0.12264,-0.94422,0.00862,0.64797,0.59293,0.17906,0.3862,1.42143,0.02369,0.58673,0.79911,0.330345,0.10427,0.24931,0.538435,0.44505
5103,-0.134,1.304,-0.082,-0.169,1.947,-0.035,0.838,,,-0.094,-0.792,0.122,-0.245,-0.174,-0.35,0.065,,0.085,-0.17,0.349,0.092,1.125,0.115,0.437,-0.112,2.215,,0.669,-0.006,-0.13,0.299,-0.068,-0.459,0.69,0.032,0.396,,,0.065,0.845,0.088,0.026,-0.133,1.601,0.244,,0.251,0.249,0.486,-0.745,-0.013,0.631,-0.031,-0.363,-0.116,,-0.111,0.037
5104,,,0.241555,0.01388,0.05055,0.12739,,-0.177345,-0.388305,0.17185,0.35262,-1.361125,,-1.369655,-0.71937,0.13435,0.182225,1.50364,0.205625,0.062015,,0.067055,0.09761,-0.17365,0.01702,0.65651,,1.550175,0.45424,,,-0.041775,-0.027535,0.28923,-0.830115,,-0.12207,0.0464,0.282645,-0.12535,0.059655,,-1.073805,-0.71982,-0.740265,2.73799,0.44221,-0.00225,0.530795,,-0.1741,-0.005355,-0.07355,-0.05672,-0.163725,,-0.13922,0.67383
5105,1.186,,0.271,0.446,-0.661,0.183,0.069,0.019,0.419,,-0.348,-0.701,0.038,,0.015,-0.246,-0.089,0.051,0.11,0.033,0.237,0.667,0.358,0.127,0.17,0.978,0.716,1.579,-0.105,0.157,,0.291,-0.528,-0.529,-0.413,-0.485,-1.008,0.554,,0.959,-0.079,0.314,,-0.095,0.093,-0.208,0.38,0.147,0.648,0.875,-0.007,-0.511,-0.1,0.816,-0.204,0.646,0.532,-0.052
5106,,0.097,-0.567,,,0.035,2.593,-0.027,,,0.228,-0.007,,0.056,,0.046,0.158,0.635,-0.095,0.034,0.286,0.65,-0.12,0.5,1.694,0.583,,0.804,0.321,,0.105,-0.051,,,-0.039,-0.182,0.426,,,0.073,-0.164,,-0.047,,0.006,0.295,0.373,0.287,-0.14,-0.068,0.033,0.396,-0.567,0.257,0.122,0.498,0.386,-0.064
5107,,,,,,,,,,,,,0.01,,,0.066,,0.328,-0.016,,0.251,0.208,-0.082,-0.383,1.233,0.432,,0.532,0.536,,,,,,,,,,,,,-0.029,,,0.095,,0.209,-0.078,,0.691,0.244,,-0.136,0.019,0.262,,0.426,0.281
5108,-0.561915,,-0.11773,,,-0.084645,-0.289875,0.15586,,-0.04325,0.062365,,,,0.257805,0.676495,0.41449,0.215655,-0.091625,0.35191,0.35018,0.15042,,0.02037,0.64719,0.90548,0.566455,0.932055,0.541785,-1.113345,,-0.32828,,,-0.208745,-0.04817,0.034125,,0.051325,1.357965,,,,0.21541,0.84444,0.288135,0.202905,-0.10093,0.04563,0.876395,-0.08732,,0.337565,0.53969,-0.47547,0.846455,-0.20756,0.517825
