nback_2_dprime,nback_3_dprime
0.7334702479855199,0.7073059007757511
0.7422319764640034,0.6898182946450901
0.7472374282040767,0.7239692713940469
0.7576613699073369,0.7129310584740435
0.7768614041642088,0.6641518489409581
0.7617804652002597,0.6798609841986456
0.7653594445265429,0.728486315574862
0.7619418955017818,0.7080219229999192
0.778167830090271,0.7219393480447471
0.7609154558890144,0.6914565205956276
0.7341860746488829,0.7126004658925041
0.775000397218372,0.7022757718796848
0.7799564693171916,0.7444919347758163
0.7498973161799563,0.7206798197913034
0.7687092074060783,0.7282576133426646
0.788487558547304,0.7423845570556294
0.7538081122668251,0.6880881927243875
0.7884402365523656,0.6694206593969465
0.7256519857674474,0.7297158292555765
0.7730310291278464,0.7345974400987254
0.7738921734859011,0.6922298930773568
0.7726802890895574,0.6990803371970056
0.782322948209034,0.7123354111481163
0.7793273178902217,0.6879542147278002
0.7597795574611965,0.7007123138761213
0.7734987449427703,0.6983870983871355
0.7581525428792236,0.7214299126560584
0.7681557008974632,0.6850184181593344
0.7855996451276075,0.6731833012127978
0.7421041597556437,0.7093886380547805
0.7714864874826055,0.7087237123204675
0.7525747726586038,0.7094671924423457
0.7595167485270463,0.6990571718459883
0.759898039259902,0.6873279056873048
0.772834372564963,0.7142279727865682
0.7607004947729854,0.7171600698027131
0.7696778010098402,0.6944963501364089
0.7707276527072133,0.7542927279137905
0.7676602752026765,0.7020195565459677
0.7640636429801313,0.6958392068587416
0.7630210114600595,0.7369028830249642
0.7924359528137707,0.6861879734352512
0.7723055505842595,0.6945341897613868
0.7706627782244,0.7139705136366044
0.7625696949041368,0.7069643213283406
0.7873646512785759,0.734569801863014
0.7687802425838037,0.695588724888695
0.7904490127008071,0.7312384769627809
0.7561271465675962,0.7054302487948486
0.7592740788304337,0.6755040487732713
0.7564413597260663,0.685002877903262
0.7676678811084905,0.7086121715536357
0.7887537509347198,0.6890502184532552
0.7871512474167586,0.688762069140298
0.7611927072003807,0.6873022557135149
0.7592261694805453,0.6699243156252138
0.762517104570163,0.71757884690696
0.7709134709311638,0.7020367348765408
0.7704701003933725,0.7259219310466276
0.7423913868829303,0.6973993257409419
0.7640748421809916,0.6683809777992268
0.7590157636637564,0.7039633869695359
