RTs,ACCs
0.7907801731224033,0.5175208716888574
0.7028149534589732,0.4478827985507161
0.6947655882271103,0.542951173400413
0.7486786171668832,0.49166297282287963
0.7392462373057042,0.5776680763891417
0.7550137573265586,0.5613588636762329
0.7373572052162543,0.4953132620813776
0.6729890808713036,0.5526045035333185
0.7482200514909491,0.51830853205923
0.6962694196449092,0.5482320411869555
0.712232939224277,0.540415793074335
0.7044880646796294,0.5131896961833683
0.6705216364698748,0.5725279133906129
0.6687027079938147,0.46331444634201435
0.7110769256813377,0.5129488704543419
0.6784586122210947,0.5293582442770005
0.6669512776492103,0.585652114203641
0.7424019635119433,0.5830804548805429
0.7378378897149729,0.5263485885852417
0.7624915203807756,0.47103798748699
0.6051226934084218,0.5653685267909876
0.7159210060576375,0.5324922995098964
0.725387818065855,0.5442728919641824
0.7557679415209043,0.548846916555296
0.6411372318927006,0.5455857315589212
0.7785618779011545,0.533006388874765
0.7376170851783449,0.538037596339255
0.7751914087910036,0.5671984768287849
0.7408811644861167,0.5879932958174459
0.7277936274201754,0.6009902147375409
0.7294858314649549,0.5203835729422864
0.729380478209712,0.5763651130012897
0.6110790039001095,0.5275228918179784
0.7142804541062816,0.4875329057530186
0.728699234847461,0.4754609034619916
0.7468732370317575,0.5991414685530807
0.7304663418585945,0.5351484016688233
0.7081144527023,0.4956148634402782
0.7525950976983672,0.5123418956436459
0.7307602861777217,0.45922271790053093
0.6603823829648884,0.5552243252216584
0.7923031104866047,0.5009830971029511
0.7421677796052942,0.527782950865217
0.7119705492393471,0.5540516396916768
0.6797514030162393,0.6042583619001922
0.7609936755588834,0.5303530034758415
0.7282686132007445,0.5431185127705291
0.7208883707338992,0.5385104085064527
0.7028150792006197,0.4923624692340118
0.7322524103632221,0.4901043499546841
0.7054064207834994,0.56148842297375
0.6987377068367325,0.5629524635963703
0.7060852511311337,0.5495136437911139
0.731651181194403,0.5801924273488555
0.7134189033787061,0.5739997662430806
0.754570879111033,0.5336405169619892
0.7757489915051803,0.6007826704342885
0.7506926738608413,0.4942393117473869
0.7322990910668596,0.5993834507282263
0.7031319639213175,0.5768783669523679
0.7614981549987464,0.5444141519506057
0.784001456105186,0.5297814390068639
0.6843767947534959,0.5959548766209714
0.7202830406462871,0.516939936648852
0.6551085993161652,0.5853904643746637
0.7094206478990434,0.5058817361995414
0.7377760573596586,0.5699955994829647
0.645251383737016,0.588292358875897
0.7013021665653328,0.5161728380053002
0.7521015840800713,0.545027726550394
0.7488356508955816,0.5252175216648639
0.7806204987460501,0.40409019182261285
0.7737439028580426,0.47188337918445755
0.6587528347556867,0.5219325785074644
0.7404761831243735,0.5092243119501538
0.680686610144667,0.5389839348427047
0.7074966415865693,0.6225073687300683
0.7602498100346177,0.5514080097349612
0.7639373547225364,0.513597769680726
0.768985196898086,0.47601746562200287
0.7141079926186958,0.5602697065633983
0.7118837124292525,0.5967158407913662
0.750766789787374,0.5185924606491745
0.709095625904496,0.5496388116415146
0.7185510365483478,0.5252688885519973
0.6768355958101979,0.5895243337744248
0.7526467334136515,0.5397737842215059
0.7563924248746273,0.5038972667409319
0.7573380261397062,0.5819524426680928
0.7126076300835311,0.5515723505511462
0.7669169275112212,0.5755149513499876
0.7554666706715988,0.4832359127291613
0.7760364055661099,0.5223962634316986
0.7598062763140224,0.5907018884212242
0.7124136664112146,0.5711234188213014
0.7309589678094012,0.5815430076250275
0.7713326074347437,0.49882133978428517
0.714840921623191,0.5523713394608374
0.7528205358649127,0.5367921194598582
0.7441592106790077,0.5273472639458787
0.7274051343506546,0.5706763704681674
0.724778847161715,0.5333771566875746
0.8080404379104578,0.5372643841852475
0.7219150708575833,0.5711108363016564
0.7845314889118515,0.5123536676290517
0.746297198202579,0.5466442457690616
0.5991677460593406,0.6003398321019118
0.7389041479392775,0.5586836654139711
0.7389157309434868,0.5499652264528457
0.7590818875217801,0.4940187425987683
0.641937087634236,0.5211085913893453
0.7396680414182855,0.5688514814437363
0.7543167209554028,0.5723352805949664
0.7721207665828795,0.5262349552497044
0.7543881227087975,0.5246741655999095
0.719607398541272,0.5421101643090189
0.6985200553640507,0.5791274654683924
0.7475850563177803,0.554179959079268
