RTs,ACCs
0.8597852119274091,0.5631325559512625
0.8443352465293283,0.5673382171153751
0.8457050558077086,0.5410017597374828
0.8489100961059841,0.5511663266152089
0.8565070045671893,0.5190743471911179
0.8536460275523899,0.5715994058244362
0.8483352996161745,0.5704112259463265
0.8606453433169624,0.6800978099230985
0.8684532918136835,0.5448847729548035
0.8501332280868097,0.6272816117434099
0.8533346598752014,0.6264816421283553
0.838773444690151,0.5803366234849926
0.846930517141529,0.6285912887134729
0.8617297512029964,0.630224063855182
0.8533541738388701,0.58578446862663
0.8430987777914506,0.5673720975586817
0.8650758434162343,0.5586536570919187
0.8687798856289524,0.5908406103484921
0.8364922420927325,0.6079889449029972
0.8581647442940917,0.5662165445846838
0.8599497655088925,0.5687155629550646
0.8525101918481334,0.5758085712242563
0.8559461376092226,0.6613844116531797
0.8571791217819968,0.6187483727850878
0.8509971165081569,0.6280981563343653
0.8626566348852183,0.5373649681116606
0.872785126181111,0.6304800691479063
0.855976227583295,0.5895727439342244
0.8690969730175591,0.5610641187496703
0.8532311008954799,0.5501347046346539
0.8721808249075158,0.6048018672469584
0.8503754583078296,0.5851001481330439
0.8397100393355114,0.5688287538645329
0.8376418682463507,0.6158956320088507
0.8669277610534597,0.59691709155569
0.8716063483196388,0.5617939693139125
0.8593282058324148,0.531322306827228
0.8505901939753928,0.6408614896391956
0.85631599992515,0.579834516139246
0.8488863246525776,0.5922482500370627
0.8538474235931945,0.5900134925833684
0.8496656269625382,0.6181043684283685
0.8501147777905067,0.5337545091321924
0.8436761246744289,0.6099671553937657
0.8441405144593709,0.6078487929203831
0.8315065834752275,0.5467775515546561
0.853828048820323,0.5753991531541592
0.8637847943049072,0.6048806992740952
0.8652482536283854,0.5354093342418753
0.8568531836902012,0.564836361207537
0.833001475123843,0.5549985385094435
0.8717255379817518,0.6367817240501668
0.8700643575853265,0.593393407022434
0.8356478277501027,0.5909594658618545
0.8426592471635448,0.6065038305684881
0.8579700385478688,0.5896499385714076
0.8456575800677967,0.5665345337891007
0.8509143829490092,0.6338164552125303
0.8650896457711599,0.5970292713915218
0.8433042010076665,0.6068174506341726
0.8462002771180783,0.6191058092685546
0.8531881466711425,0.5787931615441345
0.8487587925536856,0.5723328524183309
0.8544397777749505,0.6081187906155339
0.8381397480430343,0.5821606091944914
0.8387438641797302,0.5389953116483603
0.8161918371688869,0.5571083616032364
0.8571871535703632,0.5605363080435154
0.8401914037999088,0.5580188243541466
0.8588273499035373,0.5009861172820771
0.865759423094339,0.6295486714919676
0.8448691459920942,0.5869693431699233
0.8536306218144213,0.5357437264727994
0.8732034374597742,0.5772657620866423
0.8510106725074241,0.6018963237783288
0.8469211239314463,0.5624307881067594
0.8461114782396971,0.5775512980177248
0.8463699781757273,0.5211138902439376
0.8607810924121403,0.5921526438536816
0.867630199648296,0.5706552161403398
0.8477291013479306,0.526901764319922
0.8417177789503268,0.6743636743001009
0.8434122356719734,0.6194772817685058
0.8567912918830802,0.6278236303371086
0.8439711837775439,0.6154214725682753
0.8507311137826953,0.6576283287275964
0.8501553426744662,0.5576431433986054
0.866243834784248,0.5282731176125779
0.8598071844630779,0.5053432324867584
0.859278760425132,0.5699982956700285
0.8466833914237003,0.550442267678436
0.8530999315646288,0.5978033875881005
0.8545469365239726,0.5923770198885797
0.8558963064202754,0.6107650306763844
0.8539495337309432,0.6186024021272308
0.8548703643668965,0.6271237816483973
0.8663119339220642,0.5265089306288692
0.852811603608034,0.6049259684156988
0.8745346391467375,0.5554132381945186
0.8620412733256312,0.6130211128587238
