ID,vegyes_1,vegyes_2,lexikalis_disztribucios_3,mondatresz_disztribucios_4,topik_fokusz_5,kotoszo_6,mondatresz_disztribucios_7,alaktan_disztribucios_8,alaktan_disztribucios_9,lexikalis_disztribucios_10,kotoszo_11,vegyes_12,alaktan_disztribucios_13,mondatresz_disztribucios_14,alaktan_disztribucios_15,vegyes_16,lexikalis_disztribucios_17,lexikalis_disztribucios_18,mondatresz_disztribucios_19,vegyes_20
5019,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1
5020,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0
5021,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1
5022,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
5023,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
5024,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
5025,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
5027_1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
5027_2,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
5029,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
5030,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5031,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5032,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1
5033,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1
5034,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
5036,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
5037,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
5038,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
5039,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0
5040,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
5042,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
5044,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5045,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
5046,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1
5047,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
5048,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
5050,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0
5051,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
5052,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
5055,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1
5056,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
5057,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
5058,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
5059,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
5060,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
5061,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0
5062,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0
5063,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0
5064,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
5065,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
5066,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
5067,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
5068,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0
5071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5072,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
5073,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
5074,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1
5075,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1
5076,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
5077,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
5078,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
5080,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
5081,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
5083,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0
5084,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1
5085,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
5086,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
5087,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
5088,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5090,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
5091,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0
5092,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5093,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
5094,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
5095,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
5096,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
5097,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5098,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
5099,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
5100,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0
5101,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1
5102,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
5103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
5104,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
5105,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
5106,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
5107,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
5108,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0
5109,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
5111,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
5112,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
5114,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0
5116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
5117,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0
5119,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
5120,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
5201,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
5202,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
5203,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
5205,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
5206,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
5209,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
5210,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
5213,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
5216,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
7519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BL102,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
BL104,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BL105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BL106,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
BL110,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
BL111,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BL112,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BL116,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
BL117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
BL119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
BL121,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
BL122,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BL123,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1
BL124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
BL125,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0
BL126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BL127,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
BL129,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
BL130,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1
BL131,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BL132,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
BL133,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1
BL134,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
BL135,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
BL136,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
BL137,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0
BL138,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
BL140,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BL142,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
BL143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
BL144,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
BL145,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
BL146,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
BL147,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
BL148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BL149,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
BL150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
ID115,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
ID116,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0
ID117,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0
ID118,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
ID120,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0
ID121,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
ID122,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0
ID123,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0
ID124,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
ID125,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
KOR101,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
KOR102,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
KOR103,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1
KOR104,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
KOR105,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
KOR106,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
KOR107,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
KOR108_2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
KOR109_1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
KOR109_2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
KOR110,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
KOR111,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
KOR112,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
KOR113,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
KOR114,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
KOR115,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1
KOR116,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
KOR118,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KOR119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
KOR120,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
KOR121,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
KOR124,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
KOR125,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
KOR126,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
KOR127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
KOR128,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
KOR129,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
KOR201,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
KOR202,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
KOR203,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
LA101,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
LA102,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
LA103,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0
LA104,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
LA105,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
MG100,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
TB101,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
TB102,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
TB105,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
TB107,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
TB108,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
TB140,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
