ID,vegyes_1,vegyes_2,lexikalis_disztribucios_3,mondatresz_disztribucios_4,topik_fokusz_5,kotoszo_6,mondatresz_disztribucios_7,alaktan_disztribucios_8,alaktan_disztribucios_9,lexikalis_disztribucios_10,kotoszo_11,vegyes_12,alaktan_disztribucios_13,mondatresz_disztribucios_14,alaktan_disztribucios_15,vegyes_16,lexikalis_disztribucios_17,lexikalis_disztribucios_18,mondatresz_disztribucios_19,vegyes_20
1381,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
1382,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
1383,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
1918,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0
200,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
2001,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
2002,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
2003,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0
2004,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1
2005,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
2006,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
2007,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
2030,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1
2101,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0
2102,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
2103,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
2201,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
2202,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1
2203,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
2204,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0
2205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2206,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
2207,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
2208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
2210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2211,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2212,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2213,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
2215,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2301,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
2302,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1
2303,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
2305,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1
2306,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
2307,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
2308,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
2309,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1
2310,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
2311,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1
2312,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
2313,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
2314,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1
2315,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
2316,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2317,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2318,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1
2320,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
2321,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2322,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
2323,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
2324,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
2325,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1
2326,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1
2327,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1
2328,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
2329,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1
2330,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
2331,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
2333,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1
2334,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1
2335,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
2336,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1
2337,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0
2338,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2339,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2340,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
2341,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
2345,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2346,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
2347,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
2348,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
2349,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
2350,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2351,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
2352,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1
2353,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
2354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2355,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1
2356,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0
2357,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0
2358,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
2359,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
2360,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
2361,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
2362,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0
2363,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2364,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0
2365,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
2366,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
2367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
2368,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1
2369,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
2370,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
2371,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
2372,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
2373,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1
2374,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
2375,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2376,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
2377,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0
2378,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0
2380,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
2381,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
3001,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0
3002,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
3003,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0
3004,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1
3005,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1
3006,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
3007,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
3035,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
3101,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1
3102,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
3103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3202,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0
3203,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
3204,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
3205,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0
3206,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1
3207,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
3208,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1
3209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3210,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0
3211,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1
3212,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
3213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
3214,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
3301,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
3302,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3303,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3304,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
3305,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
3306,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1
3307,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3308,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0
3309,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
3310,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
3311,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
3312,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
3313,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
3314,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
3316,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
3317,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
3318,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0
3319,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
3320,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3321,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0
3322,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
3323,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
3324,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
3325,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
3326,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3327,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1
3328,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
3329,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1
3330,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
3331,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
3332,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
3333,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3334,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1
3335,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
3336,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0
3337,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3338,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
3339,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
3340,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
3341,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
3342,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
3343,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3344,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
3345,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
3346,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
3347,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
3348,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0
3349,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
3350,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0
3351,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
3352,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
3353,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3354,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
3355,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
3356,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
3357,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
3358,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
3359,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
3360,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
3361,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3362,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1
3363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3364,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3366,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
3367,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0
3368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3369,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
3370,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0
3371,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
3372,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
3373,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
3374,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
3375,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
3376,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3378,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0
3379,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
3380,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
3381,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
5002,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
5003,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
5004,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
5005,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
5006,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
5008,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
5011,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
5012,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
5013,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
5014,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
5015,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0
5016,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
5018,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
