RTs,ACCs
0.7575607427828049,0.8784735272932177
0.7863434703382562,0.8717536292698321
0.7579108413497799,0.8708837094452271
0.7780550992872108,0.8968196577353056
0.7882513907820135,0.8784831411460537
0.7716371336718516,0.8830108648240537
0.7394844962776921,0.8669199440180438
0.756049725054771,0.8699275192350607
0.7310263803435172,0.8727674087897658
0.8189216173243832,0.8593492913410703
0.7411698675708543,0.8858525873041808
0.7546174316944751,0.8780405536808894
0.7752805908950332,0.868127849971626
0.7517627518060559,0.8722139904187078
0.7347858719150853,0.8674855574405758
0.7827524816822964,0.8645701304333859
0.7786246425209663,0.8833052135496172
0.7887427949765111,0.8526115495026194
0.7551618245122228,0.8739903741291238
0.7890824625503935,0.8866224246639993
0.7668011273098,0.8729652502086522
0.7816445977867615,0.8641821459689908
0.7434907532756968,0.8898736841000837
0.7637773763893286,0.8719915334092008
0.7659949932695156,0.8667718847483976
0.7639677632599208,0.8879537815759048
0.7939410440727276,0.8857681330148445
0.7674649453032929,0.8637515840010023
0.7558596287822624,0.8771327249883881
0.7982498566070909,0.8878072978430457
0.7784037682887838,0.8691741507440648
0.7842237091087675,0.8885337848828182
0.7942706791375479,0.8735416452484158
0.7783131649294409,0.8706358471668444
0.7491465339839924,0.8686423981539463
0.7154078531987489,0.8855536576314567
0.7445306629258339,0.903588075766441
0.8110873021066579,0.8604775611577119
0.7940160712853283,0.8907047924556066
0.7855497898672673,0.87946100797412
0.7243574191102689,0.8879099263399451
0.771004013514354,0.8896746328637206
0.7532234985997219,0.8684955522702841
0.7902468831402484,0.8734677477172513
0.7452715503825408,0.8685584947539566
0.7795517794439435,0.8764587960705131
0.7846932959652265,0.8767281696986007
0.7642400146912749,0.8746936887634235
0.8300696058616596,0.8806063893150552
0.7710467146301051,0.884500965114582
0.8060017795718294,0.8803817394666931
0.7499358947211593,0.8762331652680594
0.813827450981733,0.8599774400991809
0.8090072499043921,0.874039173367337
0.8010351105408325,0.8851936185450502
0.7572272337019123,0.8693776338685578
0.7877646206833799,0.8916613770044889
0.7404301143846517,0.8804701522210635
0.7635370965412397,0.8715531485409538
0.7779014784031816,0.8762756181360247
0.775930835101289,0.8617672214085236
0.7756207538251323,0.8727417412939478
0.7244573820847496,0.8713915477551447
0.784524935109947,0.8773739347632025
0.7523998458447184,0.8791192864933985
0.7319121853942443,0.8819222837658879
0.7724521836928071,0.8789266110955286
0.7807695408857601,0.8536846254528349
0.8166963555255303,0.8719052379449205
0.6962657988884421,0.8776938697403939
0.7620859668912979,0.8793071518415071
0.7700209860969068,0.872869800955749
0.7246076915030991,0.8788950019572231
0.7624449605466761,0.8782359437945867
0.7825807490942653,0.8750665731279005
0.7609604634841982,0.882711673012524
0.7557351804776714,0.8843406748534393
0.7776137915135669,0.8740166102147802
0.7734766774717557,0.8689237415083888
0.7816516938648503,0.8775497360546737
0.778958114810388,0.8743589501768704
0.742347735067685,0.875718797171075
0.7474497565108832,0.8688247142044012
0.7521845772535832,0.8718997415385273
0.7387150220168617,0.8890291836382869
0.7706952296607104,0.8548501627642058
0.7556080950856651,0.8618655162796903
0.7217683547272664,0.8912803372463278
0.780688025566514,0.876775873879373
0.761395253573283,0.8860942342942271
0.7719899282630707,0.8700409712612059
0.759573645563858,0.8604241087459089
0.7971671762978196,0.8824087580467422
0.7654129274476688,0.8807077117292756
0.7716743857541525,0.8905113297257706
0.7949451326342936,0.8808054672680324
0.7813968933933856,0.8726766127788083
0.7355078038344423,0.8780440791258824
0.7947164210667225,0.8596162198766867
0.7569827243902131,0.8729337093378489
