ID,1.0,2.0,3.0,4.0,7.0
1001,-0.208415,,0.539395,-0.353695,-0.02087
1002,-0.36,,0.033,,0.0159999999999999
1004,-0.1286999999999999,-0.4235,,,-0.1184999999999999
1005,,0.000615,0.664095,,-0.3212199999999998
1102,-0.308125,0.38137,,-0.0126399999999999,-0.1581049999999999
1103,,0.284955,0.661815,-1.6728900000000002,-1.605805
1201,0.967955,-0.070595,0.1482699999999999,-1.780485,-0.052425
1202,0.008425,-0.0721349999999999,-0.1924999999999999,0.0895849999999999,0.542995
1203,0.235815,0.4638900000000001,,2.148985,0.10324
1204,0.322415,0.098695,0.088775,,0.152725
1205,-0.4987250000000001,0.3591799999999999,-0.15799,0.25067,0.5072549999999999
1206,1.002895,0.4772649999999999,0.081755,1.296555,0.344785
1207,,0.04988,-0.3048,0.291625,1.25208
1208,0.3777,-0.1480399999999999,0.76641,0.34786,-0.196955
1209,0.5218,,-0.010945,,-7.00000000000145e-05
1210,-0.1655899999999999,0.3728949999999999,-0.02357,-0.2405099999999999,-0.099355
1211,,-0.061255,-0.519905,,-0.4218299999999999
1212,-0.0773599999999999,-0.250295,0.257105,0.21466,0.1803749999999999
1213,0.167655,,-0.50085,,-0.4021650000000001
1214,,0.19278,0.1331850000000001,0.833135,0.4107299999999999
1303,-0.085145,,-0.1234899999999999,0.24664,0.1251299999999999
1305,,-0.185845,-0.074105,-0.11308,-0.2204049999999999
1306,,0.02033,,0.1874799999999999,-0.272985
1307,,-0.268885,-0.0164249999999999,-0.01319,
1308,0.1308949999999999,0.1682949999999999,-0.00553,-0.5338750000000001,0.4120749999999999
1309,-0.20548,,-0.0971649999999999,-0.24502,-0.5786800000000001
1310,,,0.216095,,-0.3614900000000001
1312,-0.0563549999999999,0.010855,-0.18868,,-0.0655899999999999
1313,0.114375,-0.157155,-0.3167449999999999,-0.6180000000000001,0.27095
1314,-0.032,0.255,-0.1689999999999999,0.04,0.33
1315,,-0.1234299999999999,-0.0465649999999999,-0.00709,-0.1880599999999999
1316,0.3124,,,,
