ID;sex;age_years;right_handedness;years_in_education;highest_education_level;current_education_level;digit_span_forward;digit_span_backward;grammatical_sensitivity;nback_1_back_dprime;nback_2_back_dprime;nback_3_back_dprime;one_minute_reading;predictive_sent_proc_RT;predictive_sent_proc_accuracy;processing_speed_visual_RT;processing_speed_auditory_RT;processing_speed_visual_decision;SEGM_RT_training;SEGM_RT_TRN3_RND4;SEGM_RT_RND4_REC5;SEGM_ACC_training;SEGM_ACC_TRN3_RND4;SEGM_ACC_RND4_REC5;SEGM_2AFC_bigram;SEGM_2AFC_trigram;SEGM_production;AGL_ACC_training;AGL_2AFC_phrase;AGL_2AFC_sentence;AGL_production;selfpaced_gardenpath_target;selfpaced_violation_processing_target;simon_RT;simon_accuracy;stroop_RT;stroop_accuracy;pragmatic_comprehension
2323;female;20.15277778;1;13;secondary;BA_BSc;2.014572188;0.907046698;0.059602335;0.624608355;0.390819227;2.200196604;0.05825121;0.483535656;1.108980788;-0.495645666;-1.020031592;-0.528458236;;;;;;;;;;;;;;-0.258272833;-0.515484115;-0.655500667;-0.496419784;-0.424506364;-0.405107425;0.943287538
2324;female;19.425;1;12;secondary;;0.345144296;0.907046698;-0.358560085;0.624608355;1.167773418;0.242237336;-0.152466212;-1.729682826;0.010915115;-0.661673372;-0.108528518;-1.099366414;;;;;;;;;;;;;;0.310351325;0.369567736;-0.76543153;-0.826532689;0.301797266;0.622315606;0.943287538
2325;female;23.48333333;1;17;BA_BSc;BA_BSc;0.345144296;-1.153025463;-1.194884926;0.48755164;0.203430436;0.242237336;;-0.774741676;-0.526436163;-0.420466631;-0.192238934;1.2170265;;;;;;;;;;;;;;-1.163344488;0.596017958;0.038237789;-0.496419784;-0.189925961;-0.111557989;-1.261350496
2326;female;21.96388889;1;15;secondary;BA_BSc;-0.211331668;0.392028657;0.895927176;-0.30482671;0.650695103;0.971663334;-0.285550899;1.353693715;-0.526436163;-1.114376169;-1.32875449;-0.539711274;;;;;;;;;;;;;;-0.999315696;-1.523822349;-0.85930664;-1.486758498;0.392734914;-0.405107425;0.943287538
2327;female;20.65833333;0;13;secondary;BA_BSc;-0.767807632;-0.638007423;0.477764756;-1.266713353;0.292091229;0.606950336;-0.152466212;1.380228555;0.03427822;0.450210475;-0.755724566;-0.318177291;;;;;;;;;;;;;;-0.314494702;-0.260399639;;;-0.1786129;-0.258332712;-1.261350496
2328;female;31.33055556;1;18;BA_BSc;BA_BSc;2.014572188;1.422064738;-2.867534602;1.554043422;0.131974417;0.379703593;-0.285550899;1.620441515;-1.040424348;0.778304462;0.757022287;-0.490785024;;;;;;;;;;;;;;0.104895698;-0.631063992;0.625618482;0.824031833;-0.486320523;0.475540892;
2329;female;25.35555556;1;14;secondary;BA_BSc;-0.211331668;0.392028657;0.059602335;-1.266713353;-0.504778649;0.359697184;-0.429725977;0.453439857;-0.526436163;0.03694586;-0.524566493;0.207983754;;;;;;;;;;;;;;2.081567301;1.408690984;-0.22877031;-0.826532689;1.322418848;-0.551882148;1.310727207
2330;female;24.625;1;17;BA_BSc;BA_BSc;-2.437235524;-1.668043503;-1.194884926;0.48755164;-0.188501148;0.379703593;-0.507358712;0.389423231;0.010915115;0.321332129;1.121055515;-0.002582594;;;;;;;;;;;;;;-0.479331047;-0.787503655;0.273505613;-0.496419784;0.141350539;-0.405107425;0.208408193
2331;female;35.40277778;1;19;MA_MSc;BA_BSc;-0.211331668;1.422064738;-0.358560085;0.624608355;0.838083894;0.132450441;0.93439207;1.480504666;-1.554412534;-0.63024607;-1.075435038;-0.834818104;;;;;;;;;;;;;;-0.851909508;-0.376396852;-0.261717086;-0.496419784;-0.383178018;-0.405107425;-0.526471152
2332;female;20.125;0;12;secondary;BA_BSc;-0.211331668;-0.638007423;;-0.861039697;-0.416117856;-0.313117611;-0.429725977;0.821852098;-1.017061244;0.481197619;0.767404613;0.067208663;;;;;;;;;;;;;;0.395967826;-0.499207466;3.973660592;3.795047974;0.541218843;0.769090328;-0.159031483
2333;female;20.74722222;1;14;secondary;BA_BSc;1.458096224;1.937082778;-0.358560085;0.624608355;0.230702415;0.242237336;0.302239804;1.194079878;0.548266405;-1.048880616;-0.518839918;1.122415364;;;;;;;;;;;;;;-0.523565087;0.465431366;-0.171554289;1.154144738;0.525930923;0.035216733;0.943287538
2334;female;20.58055556;1;14;secondary;BA_BSc;0.345144296;-0.638007423;-0.358560085;-0.677767677;0.953965881;0.606950336;0.701493867;0.093417692;-1.040424348;-0.764406316;-0.467161074;-0.773364695;;;;;;;;;;;;;;0.035952912;0.252548292;;;-0.754254072;-0.258332712;0.575847862
2335;female;50.36944444;1;18;BA_BSc;BA_BSc;-0.767807632;-1.668043503;-0.776722506;-0.578940142;-1.785399146;-1.970648036;;0.620321088;-1.040424348;-0.181240602;-0.686260751;0.508125911;;;;;;;;;;;;;;-1.707725904;3.565730046;0.913322724;-0.16630688;0.176156038;0.475540892;0.208408193
2336;male;23.99722222;1;12;secondary;;-0.211331668;-0.122989383;-1.194884926;0.30427962;-0.256001044;0.051595389;-0.806799259;-1.293617101;0.010915115;-1.391631874;-0.731142197;-0.537978469;;;;;;;;;;;;;;-0.355926192;-0.583208648;0.222832543;4.125160878;0.47832179;0.035216733;0.575847862
2337;female;20.23055556;1;14;secondary;BA_BSc;-0.767807632;-0.122989383;0.477764756;1.554043422;0.266690221;0.124777488;-0.984245509;1.23357933;2.160320251;-0.437280678;-0.643381277;0.302737591;;;;;;;;;;;;;;-0.102094359;-0.534291303;-0.35433929;0.163806025;0.967891969;0.181991447;1.310727207
2338;female;21.33611111;1;15;BA_BSc;BA_BSc;-0.767807632;-0.122989383;0.059602335;1.554043422;-2.323233909;-1.241222038;-0.718076134;1.779293193;0.010915115;-1.015648666;-0.514696299;-0.762764008;;;;;;;;;;;;;;-1.879461285;1.821075576;-0.35243673;-0.16630688;-0.657978392;-0.111557989;-0.159031483
2339;female;35.02222222;1;17;BA_BSc;BA_BSc;2.014572188;2.452100818;-3.285697023;-2.032775705;0.155275817;0.104771079;-0.274460509;-1.295176207;0.548266405;0.320539844;-0.090324529;1.437724658;;;;;;;;;;;;;;-0.753636726;-0.368828806;1.665066067;-0.496419784;1.674372261;7.961051587;1.310727207
2340;female;19.56111111;1;13;secondary;BA_BSc;0.345144296;0.392028657;-0.358560085;-1.266713353;-0.56577519;-0.094796301;;-0.11138491;-0.526436163;-0.23053833;1.305050823;-0.333935621;;;;;;;;;;;;;;-1.554392255;-0.667995161;0.035175131;0.163806025;-0.030052531;0.035216733;0.943287538
2341;female;46.29444444;1;17;BA_BSc;BA_BSc;0.345144296;0.392028657;0.059602335;0.624608355;0.693287557;0.606950336;-0.341002852;-0.536404071;0.010915115;-0.88148842;-0.246804344;-0.83353379;;;;;;;;;;;;;;0.097986315;-0.174887694;0.038933847;-0.826532689;-0.809609084;-0.405107425;-0.159031483
2342;female;66.76388889;1;12;secondary;;-2.437235524;-1.668043503;;-1.103340639;-0.114270411;0.579270974;-0.82898004;-0.226815654;-0.526436163;1.456148223;0.542857707;;;;;;;;;;;;;;;3.882881879;1.046828768;1.980612656;-0.496419784;-0.66977557;-0.405107425;-0.526471152
2344;female;52.63333333;1;20;BA_BSc;BA_BSc;0.345144296;1.422064738;;0.48755164;-0.228729065;0.379703593;0.535138008;-0.516589514;1.085617683;-0.224904304;0.518415011;0.391752787;;;;;;;;;;;;;;-1.030875858;-0.532136369;0.561673894;-0.16630688;-0.067367797;-0.551882148;1.310727207
2345;female;36.75;1;18;BA_BSc;BA_BSc;0.345144296;0.392028657;0.895927176;-1.266713353;-1.124326942;-1.715721932;-0.518449102;1.415596219;0.010915115;-0.368395906;-0.691056175;-0.258966336;;;;;;;;;;;;;;-0.524846435;-0.12874098;-0.855733538;0.163806025;-0.420697123;-0.111557989;1.310727207
2346;female;29.96111111;1;16;BA_BSc;BA_BSc;0.345144296;-0.122989383;-1.194884926;0.30427962;0.415151694;0.696730821;-0.795708868;0.915292494;2.697671541;0.109263867;-0.118259039;-0.070834712;;;;;;;;;;;;;;0.485241154;-0.904297245;-0.478794577;-0.16630688;-0.89145042;-0.405107425;1.310727207
2347;female;20.67777778;1;14;secondary;BA_BSc;-0.211331668;-0.122989383;0.895927176;0.624608355;0.131974417;-0.487188662;-0.518449102;-0.830211683;0.010915115;-0.833071009;0.0606615;-1.212752998;;;;;;;;;;;;;;-0.465616568;-0.397269123;0.341440937;-0.826532689;0.025901258;-0.258332712;0.208408193
2348;female;41.20555556;1;13;secondary;BA_BSc;0.345144296;-0.122989383;-1.194884926;0.388724105;0.390819227;0.971663334;0.490776445;-1.200660565;0.010915115;;;;;;;;;;;;;;;;;1.20242323;0.590211322;0.294665796;-0.826532689;-0.017465476;-0.551882148;0.575847862
2349;female;21.2;1;12;secondary;BA_BSc;-0.211331668;-0.638007423;-0.776722506;0.624608355;1.953583339;0.104771079;1.98797918;1.160129008;0.010915115;-1.128813361;0.285813654;-0.254817798;;;;;;;;;;;;;;-0.200483622;-0.97218675;0.849934983;-0.496419784;0.865806878;-0.551882148;-0.159031483
2350;female;52.10833333;1;24;MA_MSc;BA_BSc;0.345144296;0.907046698;-0.358560085;-0.578940142;-1.124326942;-2.161289984;-0.939883947;-0.930345481;0.010915115;-0.185598169;-0.371438818;-0.053955156;;;;;;;;;;;;;;0.662251509;0.648908355;-0.488075359;-0.826532689;0.039367369;-0.111557989;
2351;female;49.55555556;1;18;BA_BSc;BA_BSc;0.345144296;-0.638007423;0.477764756;0.624608355;1.953583339;0.242237336;-0.274460509;0.752467152;0.010915115;0.162611051;-0.070351354;-0.483588788;;;;;;;;;;;;;;0.409032288;-0.16284481;0.525386036;-0.496419784;0.014142299;-0.551882148;-0.526471152
2352;female;27.49166667;1;20;BA_BSc;BA_BSc;2.014572188;1.422064738;-1.613047341;1.554043422;0.203430436;2.317656452;-0.207918165;1.039421656;0.010915115;0.045925089;0.096650461;-0.796920646;;;;;;;;;;;;;;-0.431703193;-0.753092712;-1.39954096;1.154144738;-0.574098667;0.035216733;0.208408193
2354;female;32.16944444;1;21;PhD;BA_BSc;0.90162026;1.937082778;1.314089597;1.554043422;-0.192229786;0.49716344;0.956572852;1.112525686;-1.040424348;-0.456823705;0.148143075;0.09013265;;;;;;;;;;;;;;0.458438223;0.385504624;-0.697821033;-0.16630688;0.10077385;-0.258332712;1.310727207
2356;female;26.90555556;1;17;BA_BSc;BA_BSc;2.014572188;1.937082778;0.059602335;1.554043422;0.953163433;0.461811126;;0.968521879;0.010915115;-0.52958187;-0.366131261;-0.561972717;;;;;;;;;;;;;;-1.14385354;-0.069990675;0.392438834;1.814370547;-0.742749912;0.181991447;0.575847862
2357;female;61.81111111;1;16;MA_MSc;;0.345144296;-0.638007423;-1.194884926;0.48755164;0.209933792;-0.349722406;0.535138008;0.736605703;-1.040424348;1.079504777;0.152612597;-0.303397487;;;;;;;;;;;;;;-0.850239094;-0.810569647;-0.618006307;-0.826532689;0.805228493;0.181991447;-0.159031483
2358;female;27.22222222;1;5;BA_BSc;BA_BSc;-0.767807632;-0.122989383;0.477764756;0.624608355;-0.038843814;-0.67783061;1.644177071;1.611309836;-0.526436163;0.394618484;0.710045752;-0.174527783;;;;;;;;;;;;;;0.825983641;0.422671221;-0.823668437;-1.486758498;-1.172162122;-0.111557989;0.943287538
2359;female;22.91666667;1;14;secondary;BA_BSc;-0.767807632;-0.638007423;0.059602335;-0.441883426;-0.340691259;-0.313117611;2.342871681;0.423315595;0.010915115;0.980645226;0.240606305;-0.765648618;;;;;;;;;;;;;;-0.775084579;-0.636377433;0.126962065;0.824031833;0.121183224;0.475540892;0.208408193
2360;female;39.03333333;1;21;MA_MSc;BA_BSc;0.90162026;1.937082778;0.895927176;0.624608355;0.292091229;0.242237336;-0.429725977;0.284817678;-0.526436163;-0.9420542;0.290376291;0.217483601;;;;;;;;;;;;;;-0.377683387;-0.332083802;0.247055384;-0.496419784;0.767798567;-0.551882148;0.208408193
2361;female;19.13055556;1;13;secondary;BA_BSc;0.345144296;0.907046698;0.477764756;-0.84114039;0.390819227;-0.094796301;-0.895522384;;;-0.957811867;-0.357518121;0.033092797;;;;;;;;;;;;;;2.061141839;1.203741986;-0.994713249;-0.826532689;-0.389369626;-0.551882148;-1.628790172
2362;female;23.46944444;0;17;BA_BSc;BA_BSc;0.345144296;0.907046698;-0.358560085;0.624608355;0.308661789;-0.012688768;-0.329912462;1.583706076;-0.526436163;-0.722327184;-0.137161391;-0.095889029;;;;;;;;;;;;;;-0.690875962;-0.368945661;-0.189512602;0.824031833;0.263743084;0.035216733;-0.526471152
2363;female;47.98611111;1;16;secondary;BA_BSc;1.458096224;-0.122989383;0.477764756;0.624608355;0.650695103;0.687805388;-0.451906759;0.055923256;0.010915115;0.07968523;-0.294432685;0.199034327;;;;;;;;;;;;;;0.965716168;-0.167239374;-0.693366257;-0.826532689;-0.963940643;-0.405107425;1.310727207
2364;female;41.53611111;1;17;MA_MSc;BA_BSc;0.345144296;-0.122989383;0.477764756;-1.345641581;-1.212987735;-1.715721932;-1.538765041;0.311907534;-0.526436163;0.461390496;-1.284059273;-0.094890119;;;;;;;;;;;;;;5.779643155;1.164341162;0.402879714;-0.16630688;-0.205787179;-0.111557989;0.943287538
2365;female;22.70277778;1;16;secondary;BA_BSc;0.90162026;-0.638007423;-1.194884926;0.30427962;0.594559559;0.352024231;-1.450041916;1.005655792;-0.526436163;-0.527381079;-1.045917572;0.256318812;;;;;;;;;;;;;;1.138429234;0.05906478;0.468958882;-0.496419784;0.518108603;-0.551882148;0.575847862
2367;female;38.96666667;1;18;MA_MSc;BA_BSc;0.345144296;0.907046698;1.314089597;1.554043422;0.155275817;-0.122475663;-0.729166525;0.641995186;-1.040424348;0.398932035;-0.711634597;-0.66000869;;;;;;;;;;;;;;0.406337616;-0.021233146;-0.998425562;-0.826532689;-0.491811434;-0.551882148;-0.893910827
2368;female;19.74444444;1;13;secondary;BA_BSc;1.458096224;0.907046698;0.477764756;1.554043422;0.209933792;-0.232262558;-0.052652696;1.479159028;-0.503073059;-0.758068037;-0.570844665;-0.520833895;;;;;;;;;;;;;;-0.282419618;0.047204543;-0.530395725;-0.16630688;-0.054143746;0.328766169;0.943287538
2369;female;24.35555556;1;18;BA_BSc;BA_BSc;0.90162026;-0.122989383;0.477764756;0.624608355;-0.188501148;0.352024231;-0.840070431;0.109146317;-0.503073059;-0.823255479;-1.582306729;-0.270362075;;;;;;;;;;;;;;0.221330598;0.296617895;-2.72980185;1.154144738;-0.813685863;0.181991447;-0.159031483
2370;female;20.31944444;1;13;secondary;BA_BSc;0.345144296;0.907046698;0.895927176;0.624608355;2.600403609;0.71673723;-0.141375821;1.818395753;0.010915115;-0.426848926;2.968737148;-0.79840882;;;;;;;;;;;;;;-0.295208005;-0.378139358;-0.402970588;0.493918929;-0.933313842;0.328766169;0.208408193
2371;female;19.36944444;1;13;secondary;BA_BSc;-0.211331668;0.392028657;-0.358560085;0.624608355;0.578208018;0.797592283;0.668222695;1.453373697;3.235022819;-0.751685741;-0.951638599;-0.888310804;;;;;;;;;;;;;;0.093498776;-0.250560295;-0.556753146;0.163806025;-0.0475572;-0.69865687;
2372;female;19.22222222;1;13;secondary;BA_BSc;0.345144296;0.907046698;0.059602335;0.48755164;-0.267656382;0.461811126;0.213516679;0.59016362;-0.526436163;-1.094040857;0.278923141;-0.896954441;;;;;;;;;;;;;;0.423725652;0.413082772;-0.593041004;-0.16630688;-0.027542764;-0.111557989;1.678166883
2373;female;19.66944444;1;13;secondary;BA_BSc;0.90162026;0.392028657;-0.358560085;1.554043422;0.650695103;0.132450441;-0.341002852;-0.534465467;0.010915115;-1.306329198;-0.990095109;-1.148353822;;;;;;;;;;;;;;0.311311136;1.106204588;-0.232297007;0.493918929;-0.673253572;0.181991447;0.208408193
2374;female;20.13055556;1;13;secondary;BA_BSc;-0.767807632;-0.122989383;0.477764756;0.624608355;0.808367096;-0.094796301;-0.81788965;0.941672372;0.548266405;-0.062397865;-0.231254134;-0.018442853;;;;;;;;;;;;;;-0.928442689;-0.228008855;;;-0.547421245;-0.258332712;0.575847862
2375;female;19.48888889;1;13;secondary;BA_BSc;0.345144296;-0.122989383;0.895927176;-0.939967925;-1.223054939;-1.715721932;-0.729166525;0.708443764;0.010915115;-0.689271296;;-0.251892416;;;;;;;;;;;;;;-0.043289308;-0.875989004;0.01392214;-0.826532689;-0.415715809;-0.111557989;0.575847862
2376;female;34.88333333;1;16;BA_BSc;BA_BSc;2.014572188;2.452100818;-0.358560085;-1.266713353;0.230702415;-0.67783061;-0.773528087;1.245215697;-1.040424348;-1.256811391;-1.468194254;1.71230285;;;;;;;;;;;;;;1.416869254;0.581186032;0.573182064;-0.826532689;0.272686517;-0.551882148;0.943287538
2377;female;18.33888889;0;11;primary;;-0.767807632;-0.638007423;0.059602335;0.624608355;-0.338158482;1.863162967;0.390962929;1.511362624;2.697671541;-1.002752028;-0.794972554;-0.683289431;;;;;;;;;;;;;;0.288852534;-0.735750134;0.713461084;-0.16630688;-0.178944138;-0.69865687;0.208408193
2378;female;19.60555556;1;13;secondary;;0.345144296;-0.638007423;0.059602335;1.554043422;0.05654782;-1.241222038;0.379872539;0.997623077;1.085617683;-0.432394921;-0.610604785;-0.579626939;;;;;;;;;;;;;;-0.616019205;-0.893184041;-0.270719444;-0.496419784;0.150446852;-0.258332712;0.943287538
2380;female;24.66111111;1;22;BA_BSc;BA_BSc;0.345144296;0.392028657;0.059602335;1.554043422;2.600403609;0.579270974;-1.117330197;1.960786691;0.571629498;-0.112487878;-0.414318292;0.447375817;;;;;;;;;;;;;;1.150926339;0.286011633;1.03657151;1.154144738;-0.980387898;-0.258332712;-0.159031483
2381;female;24.00833333;1;16;secondary;BA_BSc;0.345144296;-0.638007423;0.895927176;-0.540710961;-0.56457933;-1.83318178;0.74585543;-1.089907138;-0.526436163;0.069165447;0.456959088;0.655190064;;;;;;;;;;;;;;-0.089467546;-0.686482798;0.256800205;-0.826532689;0.027990608;-0.111557989;0.575847862
3001;female;19.85555556;1;13;secondary;BA_BSc;-0.767807632;-0.638007423;-0.358560085;0.624608355;0.131974417;1.72569671;0.013889648;-0.394433744;-0.526436163;-0.823167447;-0.419951751;-0.774598045;;;;;;;;;;-0.459741551;-0.097059136;-1.378864206;-0.957844297;0.243030718;0.286852446;;;0.464282383;-0.111557989;-0.159031483
3002;female;20.41944444;1;14;secondary;BA_BSc;0.90162026;1.422064738;0.477764756;-0.30482671;0.155275817;0.242237336;1.000934414;1.142547166;0.057641324;-1.310114559;-0.976686544;-0.060407305;;;;;;;;;;-1.268546131;1.400224113;0.577632303;1.165774907;-0.39052979;-0.573758165;-0.716104173;-0.496419784;-0.558352109;-0.111557989;0.943287538
3003;male;20.45277778;1;13;secondary;BA_BSc;0.345144296;-0.122989383;0.059602335;0.624608355;1.052693879;0.132450441;1.233832617;0.660821466;-0.526436163;-1.189687252;-1.020776513;-0.782263157;;;;;;;;;;0.187302112;0.651582489;-1.770163508;0.255652392;-0.559847356;-0.569679306;-1.362325025;-0.826532689;-0.835776909;-0.845431584;-0.526471152
3004;male;19.125;1;13;secondary;BA_BSc;-2.437235524;-1.668043503;-2.867534602;-0.677767677;-0.114270411;0.242237336;2.586860275;-1.197393717;0.010915115;-1.167195164;-0.891113827;-0.874040648;;;;;;;;;;0.187302112;-0.097059136;0.186333001;0.255652392;0.110809198;-0.785380634;-0.553040833;0.824031833;0.12774429;-0.111557989;0.943287538
3005;male;19.725;1;12;secondary;BA_BSc;0.345144296;0.392028657;0.059602335;0.624608355;2.860279486;0.379703593;-0.230098946;0.794245175;1.085617683;-0.527601158;0.131056466;-0.766800424;;;;;;;;;;-0.297980634;0.27726168;1.360230906;1.469149081;0.037716569;-0.515384937;-0.318283452;-0.496419784;-0.065125569;-0.551882148;-0.159031483
3006;female;19.10833333;1;13;secondary;BA_BSc;-0.211331668;0.392028657;-0.358560085;1.554043422;0.006814344;0.051595389;-0.363183634;1.554170036;0.548266405;-0.513075934;0.042038493;-0.398783288;;;;;;;;;;3.422520433;-0.845700753;0.186333001;-0.047721782;5.615307039;1.375494003;-0.554804182;-0.16630688;1.328304698;0.475540892;0.943287538
3007;male;22.4;;15;secondary;BA_BSc;1.458096224;1.422064738;0.059602335;-0.441883426;-0.116803189;0.104771079;-0.518449102;0.38850611;-0.526436163;-0.843634807;-1.349658815;-0.310736424;;;;;;;;;;-0.783263386;1.77454493;0.968931604;2.682645763;-0.442949323;0.978582319;-0.617495864;-0.16630688;-0.547535905;-0.551882148;1.678166883
3102;male;26.21388889;1;17;BA_BSc;;0.345144296;-1.668043503;0.895927176;-0.776595212;0.121272998;0.242237336;-0.363183634;-0.542846056;0.548266405;0.619847479;0.226266589;-0.914812522;0.558201375;0.535782622;0.485423885;0.095474131;-0.032325618;0.038224522;-1.138973927;1.836640555;1.351097886;-0.136219716;0.27726168;-0.204966301;-2.171340979;-0.081863326;-0.279011249;-0.543760051;-0.496419784;-0.506704417;0.035216733;-0.893910827
3103;male;25.86666667;1;16;BA_BSc;MA_MSc;0.345144296;-0.122989383;1.314089597;-1.266713353;-1.426795272;-0.540364353;-0.518449102;-1.583993415;-0.526436163;-1.164554214;-0.639517003;-0.565886817;;;;;;;;;;1.481389444;0.27726168;-0.204966301;0.559026566;0.857001284;-0.383717441;-0.421346536;-0.826532689;-0.703689274;-0.845431584;-0.526471152
3201;female;20.11666667;1;13;BA_BSc;BA_BSc;-0.211331668;-0.122989383;1.314089597;-0.441883426;0.292091229;0.49716344;0.213516679;0.862910655;0.548266405;-1.044258954;-0.951731714;-0.671649061;;;;;;;;;;-0.459741551;-2.342984002;0.968931604;-0.047721782;-0.240729725;-0.461210859;-0.544688129;5.115499591;0.227039334;0.622315606;0.943287538
3202;female;20.48333333;1;14;secondary;BA_BSc;0.345144296;0.392028657;0.477764756;0.624608355;0.808367096;0.124777488;-0.806799259;-0.081635403;-0.526436163;-0.719246076;-0.347415139;-0.49918403;;;;;;;;;;0.510823947;2.523186555;0.968931604;1.165774907;-0.267335091;-0.977552971;-0.25155463;-0.496419784;-0.511571072;0.181991447;0.575847862
3203;female;21.12777778;1;17;secondary;BA_BSc;0.90162026;1.422064738;0.059602335;-0.540710961;0.292091229;0.242237336;1.000934414;0.856655258;0.548266405;0.049622419;-0.071422177;-1.153694937;;;;;;;;;;-1.592067966;-0.845700753;0.968931604;1.165774907;-0.339989314;-0.707402369;-0.900977351;0.493918929;0.580164821;0.622315606;0.575847862
3204;female;22.01944444;1;15;secondary;BA_BSc;1.458096224;-0.122989383;0.477764756;0.388724105;0.390819227;0.687805388;0.102612773;-1.257066667;-0.526436163;-0.436532408;-0.602457219;-0.929082679;;;;;;;;;;-0.297980634;-0.471379945;0.968931604;1.469149081;0.023880774;-0.105218862;-0.738656473;-0.496419784;0.420762769;1.062639764;-1.996229848
3205;female;22.20833333;1;15;secondary;BA_BSc;1.458096224;-0.122989383;-0.358560085;1.554043422;-0.032112973;0.834197078;1.522182774;1.48076399;0.057641324;-0.740505721;-1.013373867;-0.718149384;;;;;;;;;;-0.297980634;0.651582489;0.968931604;0.862400733;-0.815232529;-0.793864613;0.019212186;-0.16630688;-1.146733214;-0.258332712;-0.893910827
3206;female;20.47222222;1;14;secondary;BA_BSc;0.345144296;-0.122989383;-0.776722506;-0.939967925;0.121272998;-0.012688768;0.302239804;1.613602638;1.085617683;-0.078463642;-0.279022146;-0.060488849;;;;;;;;;;2.128433107;-1.594342378;0.968931604;0.255652392;-0.351757737;-0.358203641;0.116289165;-1.156645593;1.082181915;0.035216733;0.575847862
3207;female;20.94444444;1;14;MA_MSc;BA_BSc;0.345144296;0.392028657;0.477764756;0.624608355;-0.167340251;0.014990593;;0.704549162;1.622968973;-0.851381593;-1.113938105;-0.66728647;;;;;;;;;;-0.621502468;-0.471379945;0.186333001;0.255652392;-0.631826725;-0.340310422;-0.752948878;-0.826532689;-1.289382254;-0.258332712;0.575847862
3208;female;47.34166667;1;15;secondary;;-0.211331668;-1.668043503;0.059602335;-0.578940142;0.155275817;1.863162967;;1.474911809;-1.040424348;-0.621046762;0.08636125;1.427572461;;;;;;;;;;0.349063029;0.651582489;-0.596265603;-1.261218464;0.22974936;0.046355137;2.381078399;-0.16630688;-0.653557635;0.475540892;-0.893910827
3209;female;20.14166667;1;14;secondary;BA_BSc;0.345144296;0.392028657;0.895927176;-0.677767677;0.953163433;0.606950336;-0.141375821;1.101295697;-1.040424348;-1.309630385;-1.257754276;-0.343618941;;;;;;;;;;0.025541194;0.651582489;0.968931604;2.379271596;0.480247473;-0.483940773;-0.189651814;-1.156645593;-1.108233134;-0.405107425;0.575847862
3210;female;21.44444444;1;15;secondary;BA_BSc;0.345144296;-0.122989383;-1.194884926;-1.266713353;-0.262731884;0.606950336;1.089657539;0.83103912;-0.526436163;-0.217949803;-0.489322452;-0.356879994;;;;;;;;;;0.996106692;-0.845700753;-1.378864206;0.255652392;-0.661637029;-0.218165584;-0.676568042;-1.156645593;-1.074548749;0.328766169;-0.159031483
3211;female;20.28333333;1;14;secondary;BA_BSc;-0.767807632;0.392028657;-0.776722506;1.554043422;0.340920958;0.379703593;0.04716082;1.249002775;0.010915115;-1.037964691;-0.517629423;-1.050847883;;;;;;;;;;0.187302112;-0.845700753;0.186333001;-0.351095949;0.747125261;-0.23556659;0.285199398;0.824031833;0.186704704;-0.551882148;0.208408193
3212;female;20.84166667;1;14;secondary;BA_BSc;2.014572188;1.937082778;0.895927176;0.624608355;1.052693879;2.455122709;1.710719415;-0.950095207;-0.526436163;-0.936772301;-0.391039533;-0.740370056;;;;;;;;;;0.187302112;0.651582489;1.360230906;2.075897422;-0.312592437;-0.376108152;0.282693587;0.824031833;-0.926396058;-0.845431584;0.943287538
3214;female;20.49444444;0;14;secondary;BA_BSc;0.345144296;-0.638007423;0.059602335;0.48755164;0.47948002;0.71673723;;-1.221256256;-1.040424348;-1.284849474;-0.789571882;-0.783353805;;;;;;;;;;-0.945024296;-1.220021569;-0.987564904;0.559026566;-0.627598575;-0.627188891;-1.113739278;0.824031833;-0.265754048;-0.111557989;-0.159031483
3301;female;27.72222222;1;17;BA_BSc;BA_BSc;-0.211331668;-0.638007423;0.477764756;0.624608355;0.043313624;0.104771079;-0.230098946;-0.452822725;0.010915115;-0.634339542;-0.207975375;-0.648816811;;;;;;;;;;-1.915589794;-0.097059136;-0.204966301;-1.867966812;-0.142567401;-0.22705168;-0.788308657;-0.496419784;-0.371801257;0.475540892;0.575847862
3303;female;21.30277778;1;14;secondary;BA_BSc;0.345144296;0.907046698;1.314089597;-0.625155446;0.191263623;0.606950336;1.300374961;1.042002245;0.548266405;-1.009926608;-0.733563188;-0.922712073;;;;;;;;;;0.672584864;-0.097059136;0.968931604;-0.047721782;-0.504225082;-0.243816123;;;-1.029564043;0.035216733;-0.526471152
3305;female;46.68888889;1;23;MA_MSc;BA_BSc;-0.211331668;-0.122989383;0.895927176;-0.441883426;-2.935476385;0.022663547;0.158064726;-0.86222553;0.010915115;-0.123711914;-0.674109239;0.16886314;;;;;;;;;;-0.621502468;0.651582489;-0.987564904;0.255652392;-0.730334854;-0.747686474;1.48933446;2.144483451;0.325085865;-0.405107425;-0.159031483
3306;female;19.60277778;1;13;secondary;BA_BSc;0.345144296;-0.122989383;-0.358560085;-0.540710961;0.594559559;0.57034554;0.379872539;1.3201176;3.772374109;-1.146375677;-1.063702544;-0.346146798;;;;;;;;;;0.349063029;-0.845700753;-0.596265603;-1.564592638;-0.559797965;-0.614812383;0.263435964;0.824031833;0.539562652;-0.551882148;0.943287538
