ID,gramm_0,gramm_1,gramm_2,gramm_3,gramm_4,gramm_5,gramm_6,gramm_7,gramm_8,gramm_9,gramm_10,gramm_11,gramm_12,gramm_13,gramm_14,gramm_15,gramm_16,gramm_17,pragm_0,pragm_1,pragm_2,pragm_3,pragm_4,pragm_5,pragm_6,pragm_7,pragm_8,pragm_9,pragm_10,pragm_11,pragm_12,pragm_13,pragm_14,pragm_15,pragm_16,pragm_17,total
3329,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0.9411764705882353
3330,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0.8823529411764706
3331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.9411764705882353
3334,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0.8823529411764706
3335,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.9411764705882353
3336,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0.8823529411764706
3337,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.9411764705882353
3338,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0.9411764705882353
3339,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0.8823529411764706
3341,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0.9411764705882353
3343,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.9411764705882353
3344,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.9411764705882353
3346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
3347,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.8823529411764706
3348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.9411764705882353
3349,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
3351,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8235294117647058
3353,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.8235294117647058
3354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0.9411764705882353
3356,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.7058823529411765
3357,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0.9411764705882353
3360,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
3361,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.9411764705882353
3364,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0.8235294117647058
3366,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0.6470588235294118
3367,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.9411764705882353
3368,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.9411764705882353
3369,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.8823529411764706
337,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0.9411764705882353
3370,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.8823529411764706
3371,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0.8235294117647058
3372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0.9411764705882353
3373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
3374,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.9411764705882353
3375,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.9411764705882353
3376,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0.8235294117647058
3378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
3379,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
3380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.8823529411764706
5002,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0.7058823529411765
5005,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0.8235294117647058
5008,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.8823529411764706
5009,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0.8823529411764706
5016,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0.8823529411764706
5018,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0.8823529411764706
5020,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.9411764705882353
5021,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0.8823529411764706
5023,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
5024,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0.9411764705882353
5025,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0.8235294117647058
5029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0.9411764705882353
5030,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9411764705882353
5032,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0.8823529411764706
5033,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.7647058823529411
5036,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.9411764705882353
5038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9411764705882353
5039,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0.9411764705882353
5040,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9411764705882353
5043,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.9411764705882353
5045,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0.7647058823529411
5046,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.7058823529411765
5050,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
5055,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.7647058823529411
5056,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.9411764705882353
5058,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0.9411764705882353
5059,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0.7647058823529411
5060,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0.8823529411764706
5061,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.8823529411764706
5062,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0.9411764705882353
5063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0.8823529411764706
5064,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
5065,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0.9411764705882353
5066,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0.8823529411764706
5067,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.9411764705882353
5071,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0.8823529411764706
5075,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0.8235294117647058
5076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0.9411764705882353
5077,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0.9411764705882353
5078,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.6470588235294118
5080,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.9411764705882353
5081,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0.9411764705882353
5083,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0.8823529411764706
5085,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.9411764705882353
5087,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.9411764705882353
5088,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.7647058823529411
5090,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0.9411764705882353
5091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.9411764705882353
5092,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0.9411764705882353
5095,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.6470588235294118
5096,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0.9411764705882353
5098,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.9411764705882353
5099,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.8235294117647058
5100,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.7647058823529411
5101,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.8235294117647058
5103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.9411764705882353
5105,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.9411764705882353
5106,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0.9411764705882353
5107,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.9411764705882353
5108,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.8235294117647058
5109,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
5111,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.9411764705882353
5114,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.9411764705882353
5117,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
5119,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0.8823529411764706
5120,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0.8235294117647058
5201,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0.9411764705882353
5202,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0.8823529411764706
5203,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.8235294117647058
5209,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.9411764705882353
5210,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.9411764705882353
6101,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.8823529411764706
6103,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0.8823529411764706
6105,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0.9411764705882353
6107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0.9411764705882353
6111,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0.8235294117647058
6112,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.6470588235294118
6113,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.8823529411764706
6114,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0.8823529411764706
6117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0.9411764705882353
6120,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0.8235294117647058
6122,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
6124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0.9411764705882353
6125,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0.9411764705882353
6126,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.8823529411764706
6127,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.9411764705882353
6128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0.9411764705882353
6129,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
6130,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0.9411764705882353
6131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0.8823529411764706
6132,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0.7647058823529411
6133,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0.8235294117647058
6134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.9411764705882353
6135,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0.8235294117647058
6136,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0.7647058823529411
6139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0.9411764705882353
6140,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.8823529411764706
6203,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0.7647058823529411
6204,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0.8235294117647058
6206,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.8823529411764706
6207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0.8823529411764706
6209,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.8235294117647058
6210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0.9411764705882353
6213,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0.8235294117647058
6214,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0.7647058823529411
6218,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.8823529411764706
6219,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0.9411764705882353
6224,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0.8235294117647058
6226,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.8235294117647058
6231,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.8235294117647058
6235,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.8823529411764706
6242,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0.8823529411764706
6243,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0.8823529411764706
6245,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0.9411764705882353
6246,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.8823529411764706
6250,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0.7647058823529411
6251,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9411764705882353
6253,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0.8823529411764706
6255,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.9411764705882353
6258,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0.8235294117647058
6259,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0.7058823529411765
6260,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0.7647058823529411
6262,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9411764705882353
6263,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0.9411764705882353
B112,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0.9411764705882353
BB100,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.8235294117647058
